First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2014,Member,Sarah C. Robertson,Sarah C. Robertson,,,Brooklyn Academy of Music,Board
2014,Member,Bartholomew A. Sheehan III,Bartholomew A. Sheehan III,,,Brooklyn Academy of Music,Board
2014,Member,Axel Stawski,Axel Stawski,,,Brooklyn Academy of Music,Board
2014,EX OFFICIO,Jamie Snow Markowitz,Jamie Snow Markowitz,,,Brooklyn Academy of Music,Board
2014,HONORARY TRUSTEES,Mary Kantor,Mary Kantor,,,Brooklyn Academy of Music,Board
2013,President,Lawrence R. Ricciardi,Lawrence R. Ricciardi,,,Morgan Museum and Library,Board
2013,Vice President,James R. Houghton,James R. Houghton,,"Corning Incorporated | ExxonMobil Corporation | MetLife, Inc. | Corning Museum of Glass | Metropolitan Museum of Art of Art | Metropolitan Museum of Art of Art | Harvard Corporation | Hospital for Special Surgery | J.P. Morgan & Co. Inc.",Morgan Museum and Library,Board
2013,Vice President,Richard L. Menschel,Richard L. Menschel,,,Morgan Museum and Library,Board
2013,Treasurer ,George L. K. Frelinghuysen,George L. K. Frelinghuysen,,,Morgan Museum and Library,Board
2013,Secretary,Thomas J. Reid,Thomas J. Reid,,,Morgan Museum and Library,Board
2013,Trustee,Karen H. Bechtel,Karen H. Bechtel,,,Morgan Museum and Library,Board
2013,Trustee,Rodney B. Berens,Rodney B. Berens,,,Morgan Museum and Library,Board
2013,Trustee,Susanna Borghese,Susanna Borghese,,,Morgan Museum and Library,Board
2013,Trustee,T. Kimball Brooker,T. Kimball Brooker,,,Morgan Museum and Library,Board
2013,Trustee,Karen B. Cohen,Karen B. Cohen,,,Morgan Museum and Library,Board
2013,Trustee,Flobelle Burden Davis,Flobelle Burden Davis,,,Morgan Museum and Library,Board
2013,Trustee,Geoffrey K. Elliott,Geoffrey K. Elliott,,,Morgan Museum and Library,Board
2013,Trustee,Brian J. Higgins,Brian J. Higgins,,,Morgan Museum and Library,Board
2013,Trustee,Jerker M. Johansson,Jerker M. Johansson,,,Morgan Museum and Library,Board
2013,Trustee,Clement C. Moore II,Clement C. Moore II,,,Morgan Museum and Library,Board
2013,Trustee,John A. Morgan,John A. Morgan,,,Morgan Museum and Library,Board
2013,Trustee,Diane A. Nixon,Diane A. Nixon,,,Morgan Museum and Library,Board
2013,Trustee,Cosima Pavoncelli,Cosima Pavoncelli,,,Morgan Museum and Library,Board
2013,Trustee,Peter Pennoyer,Peter Pennoyer,,,Morgan Museum and Library,Board
2013,Trustee,Cynthia Hazen Polsky,Cynthia Hazen Polsky,,Metropolitan Museum of Art of Art | American Academy in Rome | Asia Society | Storm King Art Center | Hazen Polsky Foundation,Morgan Museum and Library,Board
2013,Trustee,Katharine J. Rayner,Katharine J. Rayner,,,Morgan Museum and Library,Board
2013,Trustee,Annette de la Renta,Annette de la Renta,,New York Public Library | Metropolitan Museum of Art | Animal Medical Center | Engelhard Foundation | Rockefeller University,Morgan Museum and Library,Board
2013,Trustee,"Hamilton Robinson, Jr.","Hamilton Robinson, Jr.",,,Morgan Museum and Library,Board
2013,Trustee,James A. Runde,James A. Runde,,,Morgan Museum and Library,Board
2013,Trustee,James Baker Sitrick,James Baker Sitrick,,,Morgan Museum and Library,Board
2013,Trustee,Beatrice Stern,Beatrice Stern,,,Morgan Museum and Library,Board
2013,Trustee,Jeffrey C. Walker,Jeffrey C. Walker,,,Morgan Museum and Library,Board
2013,Ex Officio,William T. Buice III,William T. Buice III,,,Morgan Museum and Library,Board
2013,Ex Officio,William M. Griswold,William M. Griswold,,,Morgan Museum and Library,Board
2013,Ex Officio,William James Wyer,William James Wyer,,,Morgan Museum and Library,Board
2013,Life Trustee,William R. Acquavella,William R. Acquavella,,,Morgan Museum and Library,Board
2013,Life Trustee,Walter Burke,Walter Burke,,,Morgan Museum and Library,Board
2013,Life Trustee,"Haliburton Fales, 2d","Haliburton Fales, 2d",,,Morgan Museum and Library,Board
2013,Life Trustee,"S. Parker Gilbert,","S. Parker Gilbert,",,Metropolitan Museum of Art of Art| Alfred P. Sloan Foundation | Josiah Macy Jr. Foundation,Morgan Museum and Library,Board
2013,Life Trustee,Drue Heinz,Drue Heinz,,,Morgan Museum and Library,Board
2013,Life Trustee,Lawrence Hughes,Lawrence Hughes,,,Morgan Museum and Library,Board
2013,Life Trustee,Herbert Kasper,Herbert Kasper,,,Morgan Museum and Library,Board
2013,Life Trustee,Herbert L. Lucas,Herbert L. Lucas,,,Morgan Museum and Library,Board
2013,Life Trustee,Charles F. Morgan,Charles F. Morgan,,,Morgan Museum and Library,Board
2013,Life Trustee,Robert M. Pennoyer,Robert M. Pennoyer,,Metropolitan Museum of Art of Art | Patterson Belknap | William C. Bullitt Foundation ,Morgan Museum and Library,Board
2013,Life Trustee,Elaine L. Rosenberg,Elaine L. Rosenberg,,,Morgan Museum and Library,Board
2013,Life Trustee,Eugene V. Thaw,Eugene V. Thaw,,,Morgan Museum and Library,Board
2013,Life Trustee,Ladislaus von Hoffmann,Ladislaus von Hoffmann,,,Morgan Museum and Library,Board
2013,Life Trustee,Baroness Mariuccia Zerilli-Marimò,Baroness Mariuccia Zerilli-Marimò,,,Morgan Museum and Library,Board
2014,Trustee,Gary W. Parr,Gary W. Parr,,,Morgan Museum and Library,Board
2012,Chairman,Thomas E. Tuft,Thomas E. Tuft,,,Roundabout Theatre,Board
2012,Vice Chairman,Mary C. Solomon,Mary C. Solomon,,,Roundabout Theatre,Board
2012,President,Todd Haimes,Todd Haimes,,,Roundabout Theatre,Board
2012,Treasurer ,Samuel R. Chapin,Samuel R. Chapin,,,Roundabout Theatre,Board
2012,Secretary,Lawrence Kaplen,Lawrence Kaplen,,,Roundabout Theatre,Board
2012,Director,Alec Baldwin,Alec Baldwin,,,Roundabout Theatre,Board
2012,Director,Jeffrey Barker,Jeffrey Barker,,,Roundabout Theatre,Board
2012,Director,Bill Borrelle,Bill Borrelle,,,Roundabout Theatre,Board
2012,Director,Matthew Broderick,Matthew Broderick,,,Roundabout Theatre,Board
2012,Director,"James J. Burke, Jr.","James J. Burke, Jr.",,,Roundabout Theatre,Board
2012,Director,Jim Carter,Jim Carter,,,Roundabout Theatre,Board
2012,Director,Mary Cirillo-Goldberg,Mary Cirillo-Goldberg,,,Roundabout Theatre,Board
2012,Director,Michael T. Cohen,Michael T. Cohen,,,Roundabout Theatre,Board
2012,Director,Mike de Graffenried,Mike de Graffenried,,,Roundabout Theatre,Board
2012,Director,Douglas Durst,Douglas Durst,,,Roundabout Theatre,Board
2012,Director,Sylvia Golden,Sylvia Golden,,,Roundabout Theatre,Board
2012,Director,Patricia R. Goldstein,Patricia R. Goldstein,,,Roundabout Theatre,Board
2012,Director,John R. Gordon,John R. Gordon,,,Roundabout Theatre,Board
2012,Director,"Harry E. Gould, Jr.","Harry E. Gould, Jr.",,,Roundabout Theatre,Board
2012,Director,Perry B. Granoff,Perry B. Granoff,,,Roundabout Theatre,Board
2012,Director,Jeanne Hagerty,Jeanne Hagerty,,,Roundabout Theatre,Board
2012,Director,Meryl D. Hartzband,Meryl D. Hartzband,,,Roundabout Theatre,Board
2012,Director,Maureen A. Hayes,Maureen A. Hayes,,,Roundabout Theatre,Board
2012,Director,Abby F. Kohnstamm,Abby F. Kohnstamm,,,Roundabout Theatre,Board
2012,Director,Gene R. Korf,Gene R. Korf,,,Roundabout Theatre,Board
2012,Director,Stephanie Kramer,Stephanie Kramer,,,Roundabout Theatre,Board
2012,Director,Carole S. Krumland,Carole S. Krumland,,,Roundabout Theatre,Board
2012,Director,Cathy Lasry,Cathy Lasry,,,Roundabout Theatre,Board
2012,Director,Mark J. Manoff,Mark J. Manoff,,,Roundabout Theatre,Board
2012,Director,David E. Massengill,David E. Massengill,,,Roundabout Theatre,Board
2012,Director,"John P. McGarry, Jr.","John P. McGarry, Jr.",,,Roundabout Theatre,Board
2012,Director,Cynthia Nixon,Cynthia Nixon,,,Roundabout Theatre,Board
2012,Director,Katheryn Patterson Kempner,Katheryn Patterson Kempner,,,Roundabout Theatre,Board
2012,Director,Laura Pels,Laura Pels,,,Roundabout Theatre,Board
2012,Director,Charles Randolph-Wright,Charles Randolph-Wright,,,Roundabout Theatre,Board
2012,Director,Gregg Rechler,Gregg Rechler,,,Roundabout Theatre,Board
2012,Director,Steven A. Sanders,Steven A. Sanders,,,Roundabout Theatre,Board
2012,Director,Steven Schroko,Steven Schroko,,,Roundabout Theatre,Board
2012,Director,Beryl Snyder,Beryl Snyder,,,Roundabout Theatre,Board
2012,Director,Alyce Toonk,Alyce Toonk,,,Roundabout Theatre,Board
2012,Director,Johs Worsoe,Johs Worsoe,,,Roundabout Theatre,Board
2012,Director,Adam Zurofsky,Adam Zurofsky,,,Roundabout Theatre,Board
2012,CHAIRMEN EMERITI,Christian C. Yegen,Christian C. Yegen,,,Roundabout Theatre,Board
2012,Chairmen EMERITI,Steven F. Goldstone,Steven F. Goldstone,,,Roundabout Theatre,Board
2012,Diectors Emeriti,Bob Donnalley,Bob Donnalley,,,Roundabout Theatre,Board
2012,Direcors Emeriti,Carol Mitchell,Carol Mitchell,,,Roundabout Theatre,Board
2012,Artistic Director,Todd Haimes,Todd Haimes,,,Roundabout Theatre,Board
2012,Managing Director,Harold Wolpert,Harold Wolpert,,,Roundabout Theatre,Board
2012,Executive Director,Julia C. Levy,Julia C. Levy,,,Roundabout Theatre,Board
2012,Adams Associate/Artistic Director,Scott Ellis,Scott Ellis,,,Roundabout Theatre,Board
2012,Chairman Leadership Council,Yolanda R. Turocy,Yolanda R. Turocy,,,Roundabout Theatre,Board
2012,Leadership Council,Polly Bergen,Polly Bergen,,,Roundabout Theatre,Board
2012,Leadership Council,Henry Cooperman,Henry Cooperman,,,Roundabout Theatre,Board
2012,Leadership Council,Linda L. D\Onofrio,Linda L. D\Onofrio,,,Roundabout Theatre,Board
2012,Leadership Council,Christopher M. Formant,Christopher M. Formant,,,Roundabout Theatre,Board
2012,Leadership Council,Boyd Gaines,Boyd Gaines,,,Roundabout Theatre,Board
2012,Leadership Council,Ned Ginty,Ned Ginty,,,Roundabout Theatre,Board
2012,Leadership Council,Jodi Glucksman,Jodi Glucksman,,,Roundabout Theatre,Board
2012,Leadership Council,Carmen Grossman,Carmen Grossman,,,Roundabout Theatre,Board
2012,Leadership Council,Barbara McIntyre Hack,Barbara McIntyre Hack,,,Roundabout Theatre,Board
2012,Leadership Council,Jeannette Hobson,Jeannette Hobson,,,Roundabout Theatre,Board
2012,Leadership Council,H. Brett Humphreys,H. Brett Humphreys,,,Roundabout Theatre,Board
2012,Leadership Council,Cherry Jones,Cherry Jones,,,Roundabout Theatre,Board
2012,Leadership Council,JoAnne Kennedy,JoAnne Kennedy,,,Roundabout Theatre,Board
2012,Leadership Council,Frank Langella,Frank Langella,,,Roundabout Theatre,Board
2012,Leadership Council,Helen Mirren,Helen Mirren,,,Roundabout Theatre,Board
2012,Leadership Council,Brian Murray,Brian Murray,,,Roundabout Theatre,Board
2012,Leadership Council,Liam Neeson,Liam Neeson,,,Roundabout Theatre,Board
2012,Leadership Council,Christopher Plummer,Christopher Plummer,,,Roundabout Theatre,Board
2012,Leadership Council,Ron Rifkin,Ron Rifkin,,,Roundabout Theatre,Board
2012,Leadership Council,Laura S. Rodgers,Laura S. Rodgers,,,Roundabout Theatre,Board
2012,Leadership Council,Patricia A. Stockhausen,Patricia A. Stockhausen,,,Roundabout Theatre,Board
2012,Leadership Council,Janis Ing Strauss,Janis Ing Strauss,,,Roundabout Theatre,Board
2012,Leadership Council,Cynthia C. Wainwright,Cynthia C. Wainwright,,,Roundabout Theatre,Board
2012,Leadership Council,Barry C. Waldorf,Barry C. Waldorf,,,Roundabout Theatre,Board
2012,Leadership Council,Tony Walton,Tony Walton,,,Roundabout Theatre,Board
2013,Director,Mary G. Cadagin,Mary G. Cadagin,,,Roundabout Theatre,Board
2013,Director,Marvin Rosen,Marvin Rosen,,,Roundabout Theatre,Board
2013,General Manager,Sydney Beers,Sydney Beers,,,Roundabout Theatre,Board
2013,Leadership Council,Karen McKeel Calby,Karen McKeel Calby,,,Roundabout Theatre,Board
2013,Leadership Council,Robert Schaffer,Robert Schaffer,,,Roundabout Theatre,Board
2013,Leadership Council,Mark Tamagni,Mark Tamagni,,,Roundabout Theatre,Board
2013,Chair,Anthony W. Crowell,Anthony W. Crowell,,,Brooklyn Public Library,Board
2013,Vice Chair,Nicholas A. Gravante Jr.,Nicholas A. Gravante Jr.,,,Brooklyn Public Library,Board
2013,Vice Chair,Miriam Katowitz,Miriam Katowitz,,,Brooklyn Public Library,Board
2013,Treasurer,Peter Aschkenasy,Peter Aschkenasy,,,Brooklyn Public Library,Board
2013,Secretary,Antonia Yuille Williams,Antonia Yuille Williams,,,Brooklyn Public Library,Board
2013,Mayor of the City of New York,Michael R. Bloomberg,Michael R. Bloomberg,,,Brooklyn Public Library,Board
2013,President of the Borough of Brooklyn,Marty Markowitz,Marty Markowitz,,,Brooklyn Public Library,Board
2013,Speaker of the New York City Council,Christine C. Quinn,Christine C. Quinn,,,Brooklyn Public Library,Board
2013,Comptroller of the City of New York,John C. Liu,John C. Liu,,,Brooklyn Public Library,Board
2013,members,Jordan Barowitz,Jordan Barowitz,,,Brooklyn Public Library,Board
2013,members,Bonnie Bellamy-Watkins,Bonnie Bellamy-Watkins,,,Brooklyn Public Library,Board
2013,members,Michael Best,Michael Best,,,Brooklyn Public Library,Board
2013,members,Kwanza Butler,Kwanza Butler,,,Brooklyn Public Library,Board
2013,members,Iris Y. Chiu,Iris Y. Chiu,,,Brooklyn Public Library,Board
2013,members,Nina Collins,Nina Collins,,,Brooklyn Public Library,Board
2013,members,Joseph I. Douek,Joseph I. Douek,,,Brooklyn Public Library,Board
2013,members,Jeff Gennette,Jeff Gennette,,,Brooklyn Public Library,Board
2013,members,Hon. Ira B. Harkavy,Hon. Ira B. Harkavy,,,Brooklyn Public Library,Board
2013,members,Kyle Kimball,Kyle Kimball,,,Brooklyn Public Library,Board
2013,members,Michael Liburd,Michael Liburd,,,Brooklyn Public Library,Board
2013,members,Susan Marcinek,Susan Marcinek,,,Brooklyn Public Library,Board
2013,members,Gino P. Menchini,Gino P. Menchini,,,Brooklyn Public Library,Board
2013,members,Hon. Alice Fisher Rubin,Hon. Alice Fisher Rubin,,,Brooklyn Public Library,Board
2013,members,Sandra Schubert,Sandra Schubert,,,Brooklyn Public Library,Board
2013,members,Robin Shanus,Robin Shanus,,,Brooklyn Public Library,Board
2013,members,Christina Tettonis,Christina Tettonis,,,Brooklyn Public Library,Board
2013,members,Leticia Theodore-Greene,Leticia Theodore-Greene,,,Brooklyn Public Library,Board
2013,members,Dr. Lucille C. Thomas,Dr. Lucille C. Thomas,,,Brooklyn Public Library,Board
2013,President & CEO,Linda E. Johnson,Linda E. Johnson,,,Brooklyn Public Library,Board
2014,Chair,"Nicholas A. Gravante, Jr.","Nicholas A. Gravante, Jr.",,,Brooklyn Public Library,Board
2014,Vice Chair,Kyle Kimball,Kyle Kimball,,,Brooklyn Public Library,Board
2014,Secretary,Robin Shanus,Robin Shanus,,,Brooklyn Public Library,Board
2014,Mayor of the City of New York,Bill de Blasio,Bill de Blasio,,,Brooklyn Public Library,Board
2014,President of the Borough of Brooklyn,Eric Adams,Eric Adams,,,Brooklyn Public Library,Board
2014,Speaker of the New York City Council,Melissa Mark-Viverito,Melissa Mark-Viverito,,,Brooklyn Public Library,Board
2014,Comptroller of the City of New York,Scott M. Stringer,Scott M. Stringer,,,Brooklyn Public Library,Board
2014,Members,Anthony W. Crowell,Anthony W. Crowell,,,Brooklyn Public Library,Board
2014,Members,Joseph I. Douek,Joseph I. Douek,,,Brooklyn Public Library,Board
2014,Members,Jeff Gennette,Jeff Gennette,,,Brooklyn Public Library,Board
2014,Members,Hank Gutman,Hank Gutman,,,Brooklyn Public Library,Board
2014,Members,Cindi Leive,Cindi Leive,,,Brooklyn Public Library,Board
2014,Members,Kim-Thu Posnett,Kim-Thu Posnett,,,Brooklyn Public Library,Board
2014,Members,Lisa Price,Lisa Price,,,Brooklyn Public Library,Board
2013,Chairman,Lewis Kruger,Lewis Kruger,,,Museum of Arts and Design,Board
2013,Chairman Emeritus,Jerome A. Chazen,Jerome A. Chazen,,,Museum of Arts and Design,Board
2013,Chairman Emerita,Barbara Tober,Barbara Tober,,,Museum of Arts and Design,Board
2013,Treasurer,Fred Kleisner,Fred Kleisner,,,Museum of Arts and Design,Board
2013,Secretary,Linda E. Johnson,Linda E. Johnson,,,Museum of Arts and Design,Board
2013,Director,HOLLY HOTCHNER,HOLLY HOTCHNER,,,Museum of Arts and Design,Board
2013,member,Diego Arria,Diego Arria,,,Museum of Arts and Design,Board
2013,member,Cecily Carson,Cecily Carson,,,Museum of Arts and Design,Board
2013,member,Simona Chazen,Simona Chazen,,,Museum of Arts and Design,Board
2013,member,CHARLES S. COHEN,CHARLES S. COHEN,,,Museum of Arts and Design,Board
2013,member,Michele Cohen,Michele Cohen,,,Museum of Arts and Design,Board
2013,member,Eric Dobkin,Eric Dobkin,,,Museum of Arts and Design,Board
2013,member,Marcia Docter,Marcia Docter,,,Museum of Arts and Design,Board
2013,member,C. Virginia Fields,C. Virginia Fields,,,Museum of Arts and Design,Board
2013,member,Carolee Friedlander,Carolee Friedlander,,,Museum of Arts and Design,Board
2013,member,Kris Fuchs,Kris Fuchs,,,Museum of Arts and Design,Board
2013,member,Seth Glickenhaus,Seth Glickenhaus,,,Museum of Arts and Design,Board
2013,member,Sandra B. Grotta,Sandra B. Grotta,,,Museum of Arts and Design,Board
2013,member,Edwin B. Hathaway,Edwin B. Hathaway,,,Museum of Arts and Design,Board
2013,member,Lisa Herbert,Lisa Herbert,,,Museum of Arts and Design,Board
2013,member,Michael Jesselson,Michael Jesselson,,,Museum of Arts and Design,Board
2013,member,Ann Kaplan,Ann Kaplan,,,Museum of Arts and Design,Board
2013,member,Nanette L. Laitman,Nanette L. Laitman,,,Museum of Arts and Design,Board
2013,member,Eric J. Lee,Eric J. Lee,,,Museum of Arts and Design,Board
2013,member,Jeffrey Manocherian,Jeffrey Manocherian,,,Museum of Arts and Design,Board
2013,member,Robert Lee Morris,Robert Lee Morris,,,Museum of Arts and Design,Board
2013,member,Karim Rashid,Karim Rashid,,,Museum of Arts and Design,Board
2013,member,Kambiz shahbazi,Kambiz shahbazi,,,Museum of Arts and Design,Board
2013,member,Barbara Karp Shuster,Barbara Karp Shuster,,,Museum of Arts and Design,Board
2013,member,Klara Silverstein,Klara Silverstein,,,Museum of Arts and Design,Board
2013,member,Angela Sun,Angela Sun,,,Museum of Arts and Design,Board
2013,member,William S. Taubman,William S. Taubman,,,Museum of Arts and Design,Board
2013,member,Miles Young,Miles Young,,,Museum of Arts and Design,Board
2013,Honorary,Kay Bucksbaum,Kay Bucksbaum,,,Museum of Arts and Design,Board
2013,Honorary,Suzanne G. Elson,Suzanne G. Elson,,,Museum of Arts and Design,Board
2013,Honorary,Jane Korman,Jane Korman,,,Museum of Arts and Design,Board
2013,Honorary,Jack Lenor Larsen,Jack Lenor Larsen,,,Museum of Arts and Design,Board
2013,Honorary,Jeanne Levitt,Jeanne Levitt,,,Museum of Arts and Design,Board
2013,Honorary,Nancy Marks,Nancy Marks,,,Museum of Arts and Design,Board
2013,Honorary,Aviva Robinson,Aviva Robinson,,,Museum of Arts and Design,Board
2013,Honorary,"Alfred R. Shands, III","Alfred R. Shands, III",,,Museum of Arts and Design,Board
2013,Ex-Officio,Michael R. Bloomberg,Michael R. Bloomberg,,,Museum of Arts and Design,Board
2013,Ex-Officio,Christine C. Quinn,Christine C. Quinn,,,Museum of Arts and Design,Board
2013,Ex-Officio,Scott M. Stringer,Scott M. Stringer,,,Museum of Arts and Design,Board
2014,Co-Treasurer,Edwin B. Hathaway,Edwin B. Hathaway,,,Museum of Arts and Design,Board
2014,Nanette L. Laitman Director,Glenn Adamson,Glenn Adamson,,,Museum of Arts and Design,Board
2014,member,Dror Benshetrit,Dror Benshetrit,,,Museum of Arts and Design,Board
2014,member,Marian C. Burke,Marian C. Burke,,,Museum of Arts and Design,Board
2014,member,Mike De Paola,Mike De Paola,,,Museum of Arts and Design,Board
2014,Ex-Officio,Gale A. Brewer,Gale A. Brewer,,,Museum of Arts and Design,Board
2012,Chair,Cynthia King Vance,Cynthia King Vance,,Advanced Strategies LLC,WNYC,Board
2012,Vice Chair,John S. Rose,John S. Rose,,The Boston Consulting Group,WNYC,Board
2012,Vice Chair,Susan Rebell Solomon,Susan Rebell Solomon,,Mercer Management Consulting,WNYC,Board
2012,Vice Chair,Mayo Stuntz,Mayo Stuntz,,Pilot Group,WNYC,Board
2012,Treasurer,Howard S. Stein,Howard S. Stein,,Global Corporate and Investment Bank | Citi Group,WNYC,Board
2012,Secretary,Alan G. Weiler,Alan G. Weiler,,"Weiler Arnow Management Co., Inc.",WNYC,Board
2012,President and CEO,Laura R. Walker,Laura R. Walker,,New York Public Radio,WNYC,Board
2012,Trustee,Jean B. Angell,Jean B. Angell,,Private Client Service Group Bryan Cave,WNYC,Board
2012,Trustee,Tom A. Bernstein,Tom A. Bernstein,,Chelsea Piers,WNYC,Board
2012,Trustee,John Borthwick,John Borthwick,,betaworks,WNYC,Board
2012,Trustee,David R. Caplan,David R. Caplan,,City Year New York Retired Apparel and Textile Executive,WNYC,Board
2012,Trustee,Judith M. Carson,Judith M. Carson,,,WNYC,Board
2012,Trustee,Charles M. Diker,Charles M. Diker,,"Diker Management, LLC",WNYC,Board
2012,Ex Officio,Tom Finkelpearl,Tom Finkelpearl,,New York City Department of Cultural Affairs.,WNYC,Board
2012,Trustee,Martha J. Fleischman,Martha J. Fleischman,,"Kennedy Galleries, Inc.",WNYC,Board
2012,Trustee,Loretta Brennan Glucksman,Loretta Brennan Glucksman,,,WNYC,Board
2012,Trustee,Alan Jenkins,Alan Jenkins,,The Opportunity Agenda,WNYC,Board
2012,Trustee,Alexander Kaplen,Alexander Kaplen,,Time Warner President of the Kaplen Brothers Fund,WNYC,Board
2012,Trustee,Anton J. Levy,Anton J. Levy,,General Atlantic LLC,WNYC,Board
2012,Trustee,Joanne Banks Matthews,Joanne Banks Matthews,,,WNYC,Board
2012,Trustee,Bethany Millard,Bethany Millard,,,WNYC,Board
2012,Trustee,Richard A. Pace,Richard A. Pace,,Bank of New York Mellon,WNYC,Board
2012,Trustee,Ellen Polaner,Ellen Polaner,,,WNYC,Board
2012,Trustee,Jonelle Procope,Jonelle Procope,,Apollo Theater,WNYC,Board
2012,Trustee,Jon W. Rotenstreich,Jon W. Rotenstreich,,Rotenstreich Family Partners,WNYC,Board
2012,Trustee,Joshua Sapan,Joshua Sapan,,AMC Networks,WNYC,Board
2012,Trustee,Herb Scannell,Herb Scannell,,BBC Worldwide North America,WNYC,Board
2012,Trustee,Lauren Seikaly,Lauren Seikaly,,,WNYC,Board
2012,Trustee,Peter Shapiro,Peter Shapiro,,Brooklyn Bowl | Lockn' Music Festival | Relix Magazine | Capitol Theatre,WNYC,Board
2012,Trustee,Peter Tague,Peter Tague,,Global Banking | Citigroup,WNYC,Board
2012,Trustee,Nicki Newman Tanner,Nicki Newman Tanner,,,WNYC,Board
2012,Trustee,Andrea L. Taylor,Andrea L. Taylor,,,WNYC,Board
2012,Trustee,Keith Thomas,Keith Thomas,,,WNYC,Board
2012,Trustee,Wilma S. Tisch,Wilma S. Tisch,,,WNYC,Board
2012,Trustee,Bradley A. Whitman,Bradley A. Whitman,,Morgan Stanley,WNYC,Board
2012,Trustee,Frank D. Yeary,Frank D. Yeary,,Camberview,WNYC,Board
2012,Honorary Board Members,Peter H. Darrow,Peter H. Darrow,,"Cleary Gottlieb Steen & Hamilton, LLP",WNYC,Board
2012,Honorary Board Members,Eduardo G. Mestre,Eduardo G. Mestre,,EVERCORE,WNYC,Board
2012,Honorary Board Members,Lulu C. Wang,Lulu C. Wang,,"Tupelo Capital Management, LLC",WNYC,Board
2012,President and CEO,Laura R. Walker,Laura R. Walker,,,WNYC,Board
2012,Executive Vice President and Chief Content Officer for WNYC,Dean Cappello,Dean Cappello,,,WNYC,Board
2012,Execuive Vice President and Chief Digital Officer,Thomas Hjelm,Thomas Hjelm,,,WNYC,Board
2012,Senior Vice President and Chief Development Officer,Margaret Pomeroy Hunt,Margaret Pomeroy Hunt,,,WNYC,Board
2012,"Vice President, Human Resources and Organizational Effectiveness",Rachna Karrol,Rachna Karrol,,,WNYC,Board
2012,General Manager of WQXR and Vice President of NYPR,Graham Parker,Graham Parker,,,WNYC,Board
2012,"Chief Financial Officer and Vice PResident of Finance, Administration and Business Affairs",Michele Rusnak,Michele Rusnak,,,WNYC,Board
2013,Trustee,Andrea Collins,Andrea Collins,,,WNYC,Board
2013,Trustee,Kate D. Levin,Kate D. Levin,,New York City Department of Cultural Affairs,WNYC,Board
2013,Trustee,Anne Spitzer,Anne Spitzer,,Marymount Manhattan College,WNYC,Board
2013,Honorary Board Members,Thomas B. Morgan,Thomas B. Morgan,,,WNYC,Board
2013,"Vice President, Planning and Special Projects",Thomas Bartunek,Thomas Bartunek,,,WNYC,Board
2013,"Vice President, Integrated Marketing and general Manager of teh Jerome L. Greene Perfomance Space",Noreen O'Loughlin,Noreen O'Loughlin,,,WNYC,Board
2012,Chairman,Michael R. Bloomberg,Michael R. Bloomberg,,Bloomberg L.P. |  Johns Hopkins University | Harvard Business School ,9/11 Memorial,Board
2012,Board members,Richard H. Bagger,Richard H. Bagger,,Celgene Corp. | Princeton University |  Rutgers School of Law\Newark,9/11 Memorial,Board
2012,Board members,Virginia S. Bauer,Virginia S. Bauer,,GTBM Inc. | Port Authority of New York and New Jersey. | Fort Monmouth Economic Redevelopment Authority | State of New Jersey | Economic Club of New York,9/11 Memorial,Board
2012,Board members,David Beamer,David Beamer,,Legato Software | FileTek Corporation ,9/11 Memorial,Board
2012,Board members,Paula Grant Berry,Paula Grant Berry,,Lower Manhattan Development Corporation |  Harvard University |  Columbia University Business School ,9/11 Memorial,Board
2012,Board members,Frank Bisignano,Frank Bisignano,,First Data Corporation | JPMorgan Chase| Mortgage Banking,9/11 Memorial,Board
2012,Board members,Debra Burlingame,Debra Burlingame,,United States Air Force |  New York University |  truTV,9/11 Memorial,Board
2012,Board members,John P. Cahill,John P. Cahill,,State agency | Fordham University | Pace University School of Law,9/11 Memorial,Board
2012,Board members,Russell L. Carson,Russell L. Carson,,"Welsh, Carson, Anderson & Stowe | Dartmouth College |  Columbia Business School | Citicorp Venture Capital ",9/11 Memorial,Board
2012,Board members,Kenneth I. Chenault,Kenneth I. Chenault,,American Express | Westchester Country Club |  Shoal Creek Golf and Country Club,9/11 Memorial,Board
2012,Board members,Keating Crown,Keating Crown,,,9/11 Memorial,Board
2012,Board members,Billy Crystal,Billy Crystal,,,9/11 Memorial,Board
2012,Board members,Robert De Niro,Robert De Niro,,,9/11 Memorial,Board
2012,Board members,"Samuel A. DiPiazza, Jr.","Samuel A. DiPiazza, Jr.",,PricewaterhouseCoopers |  University of Alabama |  Coopers & Lybrand,9/11 Memorial,Board
2012,Board members,Christine A. Ferer,Christine A. Ferer,,Vidicom |  Citybuzz | Port Authority of New York and New Jersey,9/11 Memorial,Board
2012,Board members,Anne M. Finucane,Anne M. Finucane,,Bank of America Foundation | Bank of America | the American Ireland Fund | the John F. Kennedy Library Foundation,9/11 Memorial,Board
2012,Board members,Maurice R. Greenberg,Maurice R. Greenberg,,"American International Group | C.V. Starr & Co., Inc. | American Home Assurance Company| New York-Presbyterian Hospital Foundation, Inc.",9/11 Memorial,Board
2012,Board members,Dr. Vartan Gregorian,Dr. Vartan Gregorian,,Carnegie Corporation of New York | New York Public Library,9/11 Memorial,Board
