First year,Position,Name,Trimmed,Affiliation,Institution,Type
2013,Secretary,Linda E. Johnson,Linda E. Johnson,,Museum of Arts and Design,Board
2013,Director,HOLLY HOTCHNER,HOLLY HOTCHNER,,Museum of Arts and Design,Board
2013,member,Diego Arria,Diego Arria,,Museum of Arts and Design,Board
2013,member,Cecily Carson,Cecily Carson,,Museum of Arts and Design,Board
2013,member,Simona Chazen,Simona Chazen,,Museum of Arts and Design,Board
2013,member,CHARLES S. COHEN,CHARLES S. COHEN,,Museum of Arts and Design,Board
2013,member,Michele Cohen,Michele Cohen,,Museum of Arts and Design,Board
2013,member,Eric Dobkin,Eric Dobkin,,Museum of Arts and Design,Board
2013,member,Marcia Docter,Marcia Docter,,Museum of Arts and Design,Board
2013,member,C. Virginia Fields,C. Virginia Fields,,Museum of Arts and Design,Board
2013,member,Carolee Friedlander,Carolee Friedlander,,Museum of Arts and Design,Board
2013,member,Kris Fuchs,Kris Fuchs,,Museum of Arts and Design,Board
2013,member,Seth Glickenhaus,Seth Glickenhaus,,Museum of Arts and Design,Board
2013,member,Sandra B. Grotta,Sandra B. Grotta,,Museum of Arts and Design,Board
2013,member,Edwin B. Hathaway,Edwin B. Hathaway,,Museum of Arts and Design,Board
2013,member,Lisa Herbert,Lisa Herbert,,Museum of Arts and Design,Board
2013,member,Michael Jesselson,Michael Jesselson,,Museum of Arts and Design,Board
2013,member,Ann Kaplan,Ann Kaplan,,Museum of Arts and Design,Board
2013,member,Nanette L. Laitman,Nanette L. Laitman,,Museum of Arts and Design,Board
2013,member,Eric J. Lee,Eric J. Lee,,Museum of Arts and Design,Board
2013,member,Jeffrey Manocherian,Jeffrey Manocherian,,Museum of Arts and Design,Board
2013,member,Robert Lee Morris,Robert Lee Morris,,Museum of Arts and Design,Board
2013,member,Karim Rashid,Karim Rashid,,Museum of Arts and Design,Board
2013,member,Kambiz shahbazi,Kambiz shahbazi,,Museum of Arts and Design,Board
2013,member,Barbara Karp Shuster,Barbara Karp Shuster,,Museum of Arts and Design,Board
2013,member,Klara Silverstein,Klara Silverstein,,Museum of Arts and Design,Board
2013,member,Angela Sun,Angela Sun,,Museum of Arts and Design,Board
2013,member,William S. Taubman,William S. Taubman,,Museum of Arts and Design,Board
2013,member,Miles Young,Miles Young,,Museum of Arts and Design,Board
2013,Honorary,Kay Bucksbaum,Kay Bucksbaum,,Museum of Arts and Design,Board
2013,Honorary,Suzanne G. Elson,Suzanne G. Elson,,Museum of Arts and Design,Board
2013,Honorary,Jane Korman,Jane Korman,,Museum of Arts and Design,Board
2013,Honorary,Jack Lenor Larsen,Jack Lenor Larsen,,Museum of Arts and Design,Board
2013,Honorary,Jeanne Levitt,Jeanne Levitt,,Museum of Arts and Design,Board
2013,Honorary,Nancy Marks,Nancy Marks,,Museum of Arts and Design,Board
2013,Honorary,Aviva Robinson,Aviva Robinson,,Museum of Arts and Design,Board
2013,Honorary,"Alfred R. Shands, III","Alfred R. Shands, III",,Museum of Arts and Design,Board
2013,Ex-Officio,Michael R. Bloomberg,Michael R. Bloomberg,,Museum of Arts and Design,Board
2013,Ex-Officio,Christine C. Quinn,Christine C. Quinn,,Museum of Arts and Design,Board
2013,Ex-Officio,Scott M. Stringer,Scott M. Stringer,,Museum of Arts and Design,Board
2014,Co-Treasurer,Edwin B. Hathaway,Edwin B. Hathaway,,Museum of Arts and Design,Board
2014,Nanette L. Laitman Director,Glenn Adamson,Glenn Adamson,,Museum of Arts and Design,Board
2014,member,Dror Benshetrit,Dror Benshetrit,,Museum of Arts and Design,Board
2014,member,Marian C. Burke,Marian C. Burke,,Museum of Arts and Design,Board
2014,member,Mike De Paola,Mike De Paola,,Museum of Arts and Design,Board
2014,Ex-Officio,Gale A. Brewer,Gale A. Brewer,,Museum of Arts and Design,Board
2012,Chair,Cynthia King Vance,Cynthia King Vance,Advanced Strategies LLC,WNYC,Board
2012,Vice Chair,John S. Rose,John S. Rose,The Boston Consulting Group,WNYC,Board
2012,Vice Chair,Susan Rebell Solomon,Susan Rebell Solomon,Mercer Management Consulting,WNYC,Board
2012,Vice Chair,Mayo Stuntz,Mayo Stuntz,Pilot Group,WNYC,Board
2012,Treasurer,Howard S. Stein,Howard S. Stein,"Retired Managing Director, Global Corporate and Investment Bank, Citi Group",WNYC,Board
2012,Secretary,Alan G. Weiler,Alan G. Weiler,"Principal, Weiler Arnow Management Co., Inc.",WNYC,Board
2012,President and CEO,Laura R. Walker,Laura R. Walker,New York Public Radio,WNYC,Board
2012,Trustee,Jean B. Angell,Jean B. Angell,"Retired partner and member, Private Client Service Group Bryan Cave",WNYC,Board
2012,Trustee,Tom A. Bernstein,Tom A. Bernstein,"President and Co-Founder, Chelsea Piers",WNYC,Board
2012,Trustee,John Borthwick,John Borthwick,"CEO and President, betaworks",WNYC,Board
2012,Trustee,David R. Caplan,David R. Caplan,"Dean and Vice Chair, City Year New York Retired Apparel and Textile Executive",WNYC,Board
2012,Trustee,Judith M. Carson,Judith M. Carson,Arts Educator,WNYC,Board
2012,Trustee,Charles M. Diker,Charles M. Diker,"Managing Partner, Diker Management, LLC",WNYC,Board
2012,Ex Officio,Tom Finkelpearl,Tom Finkelpearl,"Commissioner, New York City Department of Cultural Affairs.",WNYC,Board
2012,Trustee,Martha J. Fleischman,Martha J. Fleischman,"President, Kennedy Galleries, Inc.",WNYC,Board
2012,Trustee,Loretta Brennan Glucksman,Loretta Brennan Glucksman,,WNYC,Board
2012,Trustee,Alan Jenkins,Alan Jenkins,"Executive Director, The Opportunity Agenda",WNYC,Board
2012,Trustee,Alexander Kaplen,Alexander Kaplen,"Executive, Time Warner President of the Kaplen Brothers Fund",WNYC,Board
2012,Trustee,Anton J. Levy,Anton J. Levy,"Managing Director, General Atlantic LLC",WNYC,Board
2012,Trustee,Joanne Banks Matthews,Joanne Banks Matthews,,WNYC,Board
2012,Trustee,Bethany Millard,Bethany Millard,,WNYC,Board
2012,Trustee,Richard A. Pace,Richard A. Pace,"Reitred Executive Vice PResident, Bank of New York Mellon",WNYC,Board
2012,Trustee,Ellen Polaner,Ellen Polaner,,WNYC,Board
2012,Trustee,Jonelle Procope,Jonelle Procope,"President and CEO, Apollo Theater",WNYC,Board
2012,Trustee,Jon W. Rotenstreich,Jon W. Rotenstreich,"Managing Partner, Rotenstreich Family Partners",WNYC,Board
2012,Trustee,Joshua Sapan,Joshua Sapan,"President and CEO, AMC Networks",WNYC,Board
2012,Trustee,Herb Scannell,Herb Scannell,"President, BBC Worldwide North America",WNYC,Board
2012,Trustee,Lauren Seikaly,Lauren Seikaly,"Theater Producer, Writer, and Actress",WNYC,Board
2012,Trustee,Peter Shapiro,Peter Shapiro,"Brooklyn Bowl, Lockn' Music Festival, Relix Magazine, Capitol Theatre",WNYC,Board
2012,Trustee,Peter Tague,Peter Tague,"Mergers & Acquisitions, Global Banking, Citigroup",WNYC,Board
2012,Trustee,Nicki Newman Tanner,Nicki Newman Tanner,,WNYC,Board
2012,Trustee,Andrea L. Taylor,Andrea L. Taylor,,WNYC,Board
2012,Trustee,Keith Thomas,Keith Thomas,,WNYC,Board
2012,Trustee,Wilma S. Tisch,Wilma S. Tisch,,WNYC,Board
2012,Trustee,Bradley A. Whitman,Bradley A. Whitman,Morgan Stanley,WNYC,Board
2012,Trustee,Frank D. Yeary,Frank D. Yeary,"Executive Chairman, Camberview",WNYC,Board
2012,Honorary Board Members,Peter H. Darrow,Peter H. Darrow,"Senior Counsel, Cleary Gottlieb Steen & Hamilton, LLP",WNYC,Board
2012,Honorary Board Members,Eduardo G. Mestre,Eduardo G. Mestre,"Senior Advisor, EVERCORE",WNYC,Board
2012,Honorary Board Members,Lulu C. Wang,Lulu C. Wang,"CEO, Tupelo Capital Management, LLC",WNYC,Board
2012,President and CEO,Laura R. Walker,Laura R. Walker,,WNYC,Board
2012,Executive Vice President and Chief Content Officer for WNYC,Dean Cappello,Dean Cappello,,WNYC,Board
2012,Execuive Vice President and Chief Digital Officer,Thomas Hjelm,Thomas Hjelm,,WNYC,Board
2012,Senior Vice President and Chief Development Officer,Margaret Pomeroy Hunt,Margaret Pomeroy Hunt,,WNYC,Board
2012,"Vice President, Human Resources and Organizational Effectiveness",Rachna Karrol,Rachna Karrol,,WNYC,Board
2012,General Manager of WQXR and Vice President of NYPR,Graham Parker,Graham Parker,,WNYC,Board
2012,"Chief Financial Officer and Vice PResident of Finance, Administration and Business Affairs",Michele Rusnak,Michele Rusnak,,WNYC,Board
2013,Trustee,Andrea Collins,Andrea Collins,,WNYC,Board
2013,Trustee,Kate D. Levin,Kate D. Levin,"Commissioner, New York City Department of Cultural Affairs",WNYC,Board
2013,Trustee,Anne Spitzer,Anne Spitzer,"Faculty, Marymount Manhattan College",WNYC,Board
2013,Honorary Board Members,Thomas B. Morgan,Thomas B. Morgan,,WNYC,Board
2013,"Vice President, Planning and Special Projects",Thomas Bartunek,Thomas Bartunek,,WNYC,Board
2013,"Vice President, Integrated Marketing and general Manager of teh Jerome L. Greene Perfomance Space",Noreen O'Loughlin,Noreen O'Loughlin,,WNYC,Board
2012,Chairman,Michael R. Bloomberg,Michael R. Bloomberg,,9/11 Memorial,Board
2012,Board members,Richard H. Bagger,Richard H. Bagger,,9/11 Memorial,Board
2012,Board members,Virginia S. Bauer,Virginia S. Bauer,,9/11 Memorial,Board
2012,Board members,David Beamer,David Beamer,,9/11 Memorial,Board
2012,Board members,Paula Grant Berry,Paula Grant Berry,,9/11 Memorial,Board
2012,Board members,Frank Bisignano,Frank Bisignano,,9/11 Memorial,Board
2012,Board members,Debra Burlingame,Debra Burlingame,,9/11 Memorial,Board
2012,Board members,John P. Cahill,John P. Cahill,,9/11 Memorial,Board
2012,Board members,Russell L. Carson,Russell L. Carson,,9/11 Memorial,Board
2012,Board members,Kenneth I. Chenault,Kenneth I. Chenault,,9/11 Memorial,Board
2012,Board members,Keating Crown,Keating Crown,,9/11 Memorial,Board
2012,Board members,Billy Crystal,Billy Crystal,,9/11 Memorial,Board
2012,Board members,Robert De Niro,Robert De Niro,,9/11 Memorial,Board
2012,Board members,"Samuel A. DiPiazza, Jr.","Samuel A. DiPiazza, Jr.",,9/11 Memorial,Board
2012,Board members,Christine A. Ferer,Christine A. Ferer,,9/11 Memorial,Board
2012,Board members,Anne M. Finucane,Anne M. Finucane,,9/11 Memorial,Board
2012,Board members,Maurice R. Greenberg,Maurice R. Greenberg,,9/11 Memorial,Board
2012,Board members,Dr. Vartan Gregorian,Dr. Vartan Gregorian,,9/11 Memorial,Board
2012,Board members,Patricia E. Harris,Patricia E. Harris,,9/11 Memorial,Board
2012,Board members,"William B. Harrison, Jr.","William B. Harrison, Jr.",,9/11 Memorial,Board
2012,Board members,Gerald L. Hassell,Gerald L. Hassell,,9/11 Memorial,Board
2012,Board members,Lee A. Ielpi,Lee A. Ielpi,,9/11 Memorial,Board
2012,Board members,Robert Iger,Robert Iger,,9/11 Memorial,Board
2012,Board members,Monica Iken,Monica Iken,,9/11 Memorial,Board
2012,Board members,"Robert Wood Johnson, IV","Robert Wood Johnson, IV",,9/11 Memorial,Board
2012,Board members,Thomas S. Johnson,Thomas S. Johnson,,9/11 Memorial,Board
2012,Board members,Robert Kasdin,Robert Kasdin,,9/11 Memorial,Board
2012,Board members,Anthoula Katsimatides,Anthoula Katsimatides,,9/11 Memorial,Board
2012,Board members,Peter M. Lehrer,Peter M. Lehrer,,9/11 Memorial,Board
2012,Board members,Howard W. Lutnick,Howard W. Lutnick,,9/11 Memorial,Board
2012,Board members,Julie Menin,Julie Menin,,9/11 Memorial,Board
2012,Board members,Ira M. Millstein,Ira M. Millstein,,9/11 Memorial,Board
2012,Board members,Howard Milstein,Howard Milstein,,9/11 Memorial,Board
2012,Board members,Paul Napoli,Paul Napoli,,9/11 Memorial,Board
2012,Board members,Peter G. Peterson,Peter G. Peterson,,9/11 Memorial,Board
2012,Board members,Emily K. Rafferty,Emily K. Rafferty,,9/11 Memorial,Board
2012,Board members,Kevin M. Rampe,Kevin M. Rampe,,9/11 Memorial,Board
2012,Board members,Scott Rechler,Scott Rechler,,9/11 Memorial,Board
2012,Board members,Dr. Judith Rodin,Dr. Judith Rodin,,9/11 Memorial,Board
2012,Board members,Thomas H. Rogér,Thomas H. Rogér,,9/11 Memorial,Board
2012,Board members,Jane Rosenthal,Jane Rosenthal,,9/11 Memorial,Board
2012,Board members,"E. John Rosenwald, Jr.","E. John Rosenwald, Jr.",,9/11 Memorial,Board
2012,Board members,Avi Schick,Avi Schick,,9/11 Memorial,Board
2012,Board members,Andrew M. Senchak,Andrew M. Senchak,,9/11 Memorial,Board
2012,Board members,Jerry I. Speyer,Jerry I. Speyer,,9/11 Memorial,Board
2012,Board members,Craig Roberts Stapleton,Craig Roberts Stapleton,,9/11 Memorial,Board
2012,Board members,Jon Stewart,Jon Stewart,,9/11 Memorial,Board
2012,Board members,Anne M. Tatlock,Anne M. Tatlock,,9/11 Memorial,Board
2012,Board members,Daniel R. Tishman,Daniel R. Tishman,,9/11 Memorial,Board
2012,Board members,Seth Waugh,Seth Waugh,,9/11 Memorial,Board
2012,Board members,Carl Weisbrod,Carl Weisbrod,,9/11 Memorial,Board
2012,Board members,John C. Whitehead,John C. Whitehead,,9/11 Memorial,Board
2012,Board members,John E. Zuccotti,John E. Zuccotti,,9/11 Memorial,Board
2012,Honorary Chairman,George E. Pataki,George E. Pataki,,9/11 Memorial,Board
2012,Honorary Board Members,President George H. W. Bush,President George H. W. Bush,,9/11 Memorial,Board
2012,Honorary Board Members,President George W. Bush,President George W. Bush,,9/11 Memorial,Board
2012,Honorary Board Members,President Jimmy Carter,President Jimmy Carter,,9/11 Memorial,Board
2012,Honorary Board Members,President William J. Clinton,President William J. Clinton,,9/11 Memorial,Board
2012,Honorary Trustee,Christ Christie,Christ Christie,,9/11 Memorial,Board
2012,Honorary Trustee,Jon S. Corzine,Jon S. Corzine,,9/11 Memorial,Board
2012,Honorary Trustee,Andrew M. Cuomo,Andrew M. Cuomo,,9/11 Memorial,Board
2012,Honorary Trustee,Rudolph W. Giuliani,Rudolph W. Giuliani,,9/11 Memorial,Board
2012,Chairman,Margot Bogert,Margot Bogert,,Frick Collection,Board
2012,Vice Chairman,L. F. Boker Doyle,L. F. Boker Doyle,,Frick Collection,Board
2012,Treasurer,Franklin W. Hobbs,Franklin W. Hobbs,,Frick Collection,Board
2012,Secretary,Michael J. Horvitz,Michael J. Horvitz,,Frick Collection,Board
2012,Trustee,Peter P. Blanchard III,Peter P. Blanchard III,,Frick Collection,Board
2012,Trustee,Ayesha Bulchandani-Mathrani,Ayesha Bulchandani-Mathrani,,Frick Collection,Board
2012,Trustee,Blair Effron,Blair Effron,,Frick Collection,Board
2012,Trustee,Jean-Marie Eveillard,Jean-Marie Eveillard,,Frick Collection,Board
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,Frick Collection,Board
2012,Trustee,Emily T. Frick,Emily T. Frick,,Frick Collection,Board
2012,Trustee,Sidney R. Knafel,Sidney R. Knafel,,Frick Collection,Board
2012,Trustee,Charles M. Royce,Charles M. Royce,,Frick Collection,Board
2012,Trustee,Juan Sabater,Juan Sabater,,Frick Collection,Board
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,Frick Collection,Board
2012,Trustee,Aso O. Tavitian,Aso O. Tavitian,,Frick Collection,Board
2012,Trustee,"Ian Wardropper, ex officio","Ian Wardropper, ex officio",,Frick Collection,Board
2012,Trustee,Antonio Weiss,Antonio Weiss,,Frick Collection,Board
2012,President Emerita,Helen Clay Chace,Helen Clay Chace,,Frick Collection,Board
2012,Trustee Emeriti,John P. Birkelund,John P. Birkelund,,Frick Collection,Board
2012,Trustee Emeriti,I. Townsend Burden III,I. Townsend Burden III,,Frick Collection,Board
2012,Trustee Emeriti,Walter Joseph Patrick Curley,Walter Joseph Patrick Curley,,Frick Collection,Board
2012,Trustee Emeriti,Walter A. Eberstadt,Walter A. Eberstadt,,Frick Collection,Board
2012,Trustee Emeriti,Howard Phipps Jr.,Howard Phipps Jr.,,Frick Collection,Board
2013,Trustee,"James S. Reibel, M.D.","James S. Reibel, M.D.",,Frick Collection,Board
2013,Trustee,Melinda Martin Sullivan,Melinda Martin Sullivan,,Frick Collection,Board
2012,Trustee,John H. Banks III,John H. Banks III,,New York Public Library,Board
2012,Trustee,John P. Birkelund,John P. Birkelund,,New York Public Library,Board
2012,Trustee,Samuel C. Butler,Samuel C. Butler,,New York Public Library,Board
2012,Trustee,Sila M. Calderon,Sila M. Calderon,,New York Public Library,Board
2012,Trustee,Evan R. Chesler,Evan R. Chesler,,New York Public Library,Board
2012,Trustee,Joan Hardy Clark,Joan Hardy Clark,,New York Public Library,Board
2012,Trustee,Sol Neil Corbin,Sol Neil Corbin,,New York Public Library,Board
2012,Trustee,Lewis B. Cullman,Lewis B. Cullman,,New York Public Library,Board
2012,Trustee,Robert Darnton,Robert Darnton,,New York Public Library,Board
2012,Trustee,Gordon J. Davis,Gordon J. Davis,,New York Public Library,Board
2012,Trustee,Anne E. de la Renta,Anne E. de la Renta,,New York Public Library,Board
2012,Trustee,James H. Duffy,James H. Duffy,,New York Public Library,Board
2012,Trustee,H.R.H. Princess Firyal,H.R.H. Princess Firyal,,New York Public Library,Board
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,New York Public Library,Board
2012,Trustee,"Henry Louis Gates, Jr.","Henry Louis Gates, Jr.",,New York Public Library,Board
2012,Trustee,Barbara Goldsmith,Barbara Goldsmith,,New York Public Library,Board
2012,Trustee,William Gray,William Gray,,New York Public Library,Board
2012,Trustee,Alan C. Greenberg,Alan C. Greenberg,,New York Public Library,Board
2012,Trustee,Louise L. Grunwald,Louise L. Grunwald,,New York Public Library,Board
2012,Trustee,John H. Gutfreund,John H. Gutfreund,,New York Public Library,Board
2012,Trustee,Ralph E. Hansmann,Ralph E. Hansmann,,New York Public Library,Board
2012,Trustee,John B. Hess,John B. Hess,,New York Public Library,Board
2012,Trustee,Mahnaz Ispahani Bartos,Mahnaz Ispahani Bartos,,New York Public Library,Board
2012,Trustee,Patricia D. Klingenstein,Patricia D. Klingenstein,,New York Public Library,Board
2012,Trustee,Robert LIberman,Robert LIberman,,New York Public Library,Board
2012,Trustee,Scott D. Malkin,Scott D. Malkin,,New York Public Library,Board
2012,Trustee,Victor Marrero,Victor Marrero,,New York Public Library,Board
2012,Trustee,Catherine C. Marron,Catherine C. Marron,,New York Public Library,Board
2012,Trustee,Harold W. McGraw III,Harold W. McGraw III,,New York Public Library,Board
2012,Trustee,Raymond J. McGuire,Raymond J. McGuire,,New York Public Library,Board
2012,Trustee,Robert B. Menschel,Robert B. Menschel,,New York Public Library,Board
2012,Trustee,Abby S. Milstein,Abby S. Milstein,,New York Public Library,Board
2012,Trustee,Susan Morgenthau,Susan Morgenthau,,New York Public Library,Board
2012,Trustee,Toni Morrison,Toni Morrison,,New York Public Library,Board
2012,Trustee,Suzanne C. Mueller,Suzanne C. Mueller,,New York Public Library,Board
2012,Trustee,Susan M. Newhouse,Susan M. Newhouse,,New York Public Library,Board
2012,Trustee,Jessye Norman,Jessye Norman,,New York Public Library,Board
2012,Trustee,Carl H. Pforzheimer III,Carl H. Pforzheimer III,,New York Public Library,Board
2012,Trustee,Richard L. Plepler,Richard L. Plepler,,New York Public Library,Board
2012,Trustee,Harold Prince,Harold Prince,,New York Public Library,Board
2012,Trustee,Katharine J. Rayner,Katharine J. Rayner,,New York Public Library,Board
2012,Trustee,David Remnick,David Remnick,,New York Public Library,Board
2012,Trustee,Elizabeth Rohatyn,Elizabeth Rohatyn,,New York Public Library,Board
2012,Trustee,Marshall Rose,Marshall Rose,,New York Public Library,Board
2012,Trustee,Sandra Priest Rose,Sandra Priest Rose,,New York Public Library,Board
2012,Trustee,Neil L. Rudenstine,Neil L. Rudenstine,,New York Public Library,Board
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,New York Public Library,Board
2012,Trustee,Robert B. Silvers,Robert B. Silvers,,New York Public Library,Board
2012,Trustee,Dinakar Singh,Dinakar Singh,,New York Public Library,Board
2012,Trustee,Gayfryd Steinberg,Gayfryd Steinberg,,New York Public Library,Board
2012,Trustee,Joshua L. Steiner,Joshua L. Steiner,,New York Public Library,Board
2012,Trustee,James S. Tisch,James S. Tisch,,New York Public Library,Board
2012,Trustee,Calvin Trillin,Calvin Trillin,,New York Public Library,Board
2012,Trustee,Luis A Ubiñas,Luis A Ubiñas,,New York Public Library,Board
2012,Trustee,Edgar Wachenheim III,Edgar Wachenheim III,,New York Public Library,Board
2012,Trustee,Sue Ann Weinberg,Sue Ann Weinberg,,New York Public Library,Board
2012,President and Chief Executive Officer,Anthony W. Marx,Anthony W. Marx,,New York Public Library,Board
2012,Ex Officio Trustee,Michael R. Bloomberg,Michael R. Bloomberg,,New York Public Library,Board
2012,Ex Officio Trustee,Marjorie B. Tiven,Marjorie B. Tiven,,New York Public Library,Board
2012,Ex-Officio Trustee,Christie C. Quinn,Christie C. Quinn,,New York Public Library,Board
2012,Ex Officio Trustee,Peter Rider,Peter Rider,,New York Public Library,Board
2012,Ex Officio Trustee,John C. Liu,John C. Liu,,New York Public Library,Board
2012,Ex Officio Trustee,Leigh M. Miller,Leigh M. Miller,,New York Public Library,Board
2012,Honorary Trustee,Kenneth S. Axelson,Kenneth S. Axelson,,New York Public Library,Board
2012,Honorary Trustee,Timothy Barakett,Timothy Barakett,,New York Public Library,Board
2012,Honorary Trustee,Donald M. Blinken,Donald M. Blinken,,New York Public Library,Board
2012,Honorary Trustee,"Edgar Bronfman, Jr.","Edgar Bronfman, Jr.",,New York Public Library,Board
2012,Honorary Trustee,Barry Diller ,Barry Diller,,New York Public Library,Board
2012,Honorary Trustee,Robert R. Douglass,Robert R. Douglass,,New York Public Library,Board
2012,Honorary Trustee,Andreas C. Dracopoulos,Andreas C. Dracopoulos,,New York Public Library,Board
2012,Honorary Trustee,Vartan Gregorian,Vartan Gregorian,,New York Public Library,Board
2012,Honorary Trustee,Conrad K. Harper,Conrad K. Harper,,New York Public Library,Board
2012,Honorary Trustee,Roger Hertog,Roger Hertog,,New York Public Library,Board
2012,Honorary Trustee,Paul LeClerc,Paul LeClerc,,New York Public Library,Board
2012,Honorary Trustee,John P. Mascotte,John P. Mascotte,,New York Public Library,Board
2012,Honorary Trustee,Hamish Maxwell,Hamish Maxwell,,New York Public Library,Board
2012,Honorary Trustee,Henry A. MicKinnell,Henry A. MicKinnell,,New York Public Library,Board
2012,Honorary Trustee,Stanley G. Mortimer III,Stanley G. Mortimer III,,New York Public Library,Board
2012,Honorary Trustee,Diane S. Ravitch,Diane S. Ravitch,,New York Public Library,Board
2012,Honorary Trustee,Richard E. Salomon,Richard E. Salomon,,New York Public Library,Board
2012,Honorary Trustee,Stephen Stamas,Stephen Stamas,,New York Public Library,Board
2012,Honorary Trustee,Alfred R. Stern,Alfred R. Stern,,New York Public Library,Board
2012,Honorary Trustee,Tom Wolfe,Tom Wolfe,,New York Public Library,Board
2012,Presidents Emeriti,Vartan Gregorian,Vartan Gregorian,,New York Public Library,Board
2012,Presidents Emeriti,Paul LeClerc,Paul LeClerc,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Samuel C. Butler,Samuel C. Butler,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Catherine C. Marron,Catherine C. Marron,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Elizabeth Rohatyn,Elizabeth Rohatyn,,New York Public Library,Board
2012,Chairmen of the board Emeriti,Marshall Rose,Marshall Rose,,New York Public Library,Board
2012,Chairman of the Board,Neil L. Rudenstine,Neil L. Rudenstine,,New York Public Library,Board
2012,Vice Chairman of the Board,Abby S. Milstein,Abby S. Milstein,,New York Public Library,Board
2012,"Chairman, Executive Committee of the Board",Evan R. Chesler,Evan R. Chesler,,New York Public Library,Board
2012,President and Chief Executive Officer,Anthony W. Marx,Anthony W. Marx,,New York Public Library,Board
2012,Vice President and Chief Technology Officer,Jane Aboyoun,Jane Aboyoun,,New York Public Library,Board
2012,"Vice President, Deputy general Counsel and Assistant Secretary",Jacqueline F. Bausch,Jacqueline F. Bausch,,New York Public Library,Board
2012,Chief Investment Officer,Todd M. Corbin,Todd M. Corbin,,New York Public Library,Board
2012,Vice President for Public Service,Anne L. Coriston,Anne L. Coriston,,New York Public Library,Board
2012,Chief Library Officer,Mary Lee Kennedy,Mary Lee Kennedy,,New York Public Library,Board
2012,"Vice President, General Counsel, and Secretary",Michele Coleman Mayes,Michele Coleman Mayes,,New York Public Library,Board
2012,Vice President for Government and Community Affairs,George D. Mihaltses,George D. Mihaltses,,New York Public Library,Board
2012,"Chief Operating Officer, Chief Financial Officer, and Treasurer",David G. Offensend,David G. Offensend,,New York Public Library,Board
2012,Vice President for Capital Planning and Construction,Joannaa M. Pestka,Joannaa M. Pestka,,New York Public Library,Board
2012,Vice President for Facilities Operations and Security,James Pisaniello,James Pisaniello,,New York Public Library,Board
2012,"Vice President, Finance and Strategic Initiatives, and Assistant Treasurer",Jeffrey Roth,Jeffrey Roth,,New York Public Library,Board
2012,"Vice President, Human Resources  ",Louise Shea,Louise Shea,,New York Public Library,Board
2012,Andrew W. Mellon Director of the New York Public Libraries,Ann D. Thornton,Ann D. Thornton,,New York Public Library,Board
2012,Vice President for Communications and Marketing,Kenneth N. Weine,Kenneth N. Weine,,New York Public Library,Board
2012,Vice President for Development,Jennifer Zaslow,Jennifer Zaslow,,New York Public Library,Board
2013,Trustee,Anthony Appiah,Anthony Appiah,,New York Public Library,Board
2013,Trustee,Elizabeth Kojima,Elizabeth Kojima,,New York Public Library,Board
2013,Trustee,George Stephanopoulos,George Stephanopoulos,,New York Public Library,Board
2013,Ex Officio Trustee,Bill de Blasio,Bill de Blasio,,New York Public Library,Board
2013,Ex Officio Trustee,Melissa Mark-Viverito,Melissa Mark-Viverito,,New York Public Library,Board
2013,Ex Officio Trustee,Carey Maloney,Carey Maloney,,New York Public Library,Board
2013,Ex Officio Trustee,Scott Stringer,Scott Stringer,,New York Public Library,Board
2013,"Chief Operating Officer, Chief Financial Officer, and Treasurer",Iris Weinshall,Iris Weinshall,,New York Public Library,Board
2013,Chief External Relations Officer,Carrie Welch,Carrie Welch,,New York Public Library,Board
2013,Vice President for Development,Ryan Cairns,Ryan Cairns,,New York Public Library,Board
2013,Vice President for Public Service,Christopher Platt,Christopher Platt,,New York Public Library,Board
2012,Chair,Susan B. Gilbert,Susan B. Gilbert,Interactive Elements Incorporated,New York Transit Museum,Board
2012,Vice Chair,Elaine Wingate Conway,Elaine Wingate Conway,New York State Division of Women,New York Transit Museum,Board
2012,Vice Chair,Kurt A. Goddard,Kurt A. Goddard,,New York Transit Museum,Board
2012,Secretary,Michael J. Jones,Michael J. Jones,Jacobs,New York Transit Museum,Board
2012,President,Gabrielle Shubert,Gabrielle Shubert,Friends of the New York Transit Museum,New York Transit Museum,Board
2012,Trustee,Judith D. Cooper,Judith D. Cooper,Parsons Brinckerhoff,New York Transit Museum,Board
2012,Trustee,Ben D'Alessandro,Ben D'Alessandro,"L.K. Comstock & Company, Inc.",New York Transit Museum,Board
2012,Trustee,John di Domenico,John di Domenico,"di Domenico + Partners, LLP",New York Transit Museum,Board
2012,Trustee,Brian P. Dolan,Brian P. Dolan,Integrated Strategic Resources LLC,New York Transit Museum,Board
2012,Trustee,Beverly Dolinsky,Beverly Dolinsky,Permanent Citizen's Advisory Committee to the MTA,New York Transit Museum,Board
2012,Trustee,Simon Fludgate,Simon Fludgate,Aksia LLC,New York Transit Museum,Board
2012,Trustee,Robert E. Furniss,Robert E. Furniss,Bombardier Transportation,New York Transit Museum,Board
2012,Trustee,Tara Gallagher,Tara Gallagher,MBS,New York Transit Museum,Board
