First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2012,Chairman Leadership Council,Yolanda R. Turocy,Yolanda R. Turocy,,,Roundabout Theatre,
2012,Leadership Council,Polly Bergen,Polly Bergen,,,Roundabout Theatre,
2012,Leadership Council,Henry Cooperman,Henry Cooperman,,,Roundabout Theatre,
2012,Leadership Council,Linda L. D\Onofrio,Linda L. D\Onofrio,,,Roundabout Theatre,
2012,Leadership Council,Christopher M. Formant,Christopher M. Formant,,,Roundabout Theatre,
2012,Leadership Council,Boyd Gaines,Boyd Gaines,,,Roundabout Theatre,
2012,Leadership Council,Ned Ginty,Ned Ginty,,,Roundabout Theatre,
2012,Leadership Council,Jodi Glucksman,Jodi Glucksman,,,Roundabout Theatre,
2012,Leadership Council,Carmen Grossman,Carmen Grossman,,,Roundabout Theatre,
2012,Leadership Council,Barbara McIntyre Hack,Barbara McIntyre Hack,,,Roundabout Theatre,
2012,Leadership Council,Jeannette Hobson,Jeannette Hobson,,,Roundabout Theatre,
2012,Leadership Council,H. Brett Humphreys,H. Brett Humphreys,,,Roundabout Theatre,
2012,Leadership Council,Cherry Jones,Cherry Jones,,,Roundabout Theatre,
2012,Leadership Council,JoAnne Kennedy,JoAnne Kennedy,,,Roundabout Theatre,
2012,Leadership Council,Frank Langella,Frank Langella,,,Roundabout Theatre,
2012,Leadership Council,Helen Mirren,Helen Mirren,,,Roundabout Theatre,
2012,Leadership Council,Brian Murray,Brian Murray,,,Roundabout Theatre,
2012,Leadership Council,Liam Neeson,Liam Neeson,,,Roundabout Theatre,
2012,Leadership Council,Christopher Plummer,Christopher Plummer,,,Roundabout Theatre,
2012,Leadership Council,Ron Rifkin,Ron Rifkin,,,Roundabout Theatre,
2012,Leadership Council,Laura S. Rodgers,Laura S. Rodgers,,,Roundabout Theatre,
2012,Leadership Council,Patricia A. Stockhausen,Patricia A. Stockhausen,,,Roundabout Theatre,
2012,Leadership Council,Janis Ing Strauss,Janis Ing Strauss,,,Roundabout Theatre,
2012,Leadership Council,Cynthia C. Wainwright,Cynthia C. Wainwright,,,Roundabout Theatre,
2012,Leadership Council,Barry C. Waldorf,Barry C. Waldorf,,,Roundabout Theatre,
2012,Leadership Council,Tony Walton,Tony Walton,,,Roundabout Theatre,
2013,Director,Mary G. Cadagin,Mary G. Cadagin,,,Roundabout Theatre,
2013,Director,Marvin Rosen,Marvin Rosen,,,Roundabout Theatre,
2013,General Manager,Sydney Beers,Sydney Beers,,,Roundabout Theatre,
2013,Leadership Council,Karen McKeel Calby,Karen McKeel Calby,,,Roundabout Theatre,
2013,Leadership Council,Robert Schaffer,Robert Schaffer,,,Roundabout Theatre,
2013,Leadership Council,Mark Tamagni,Mark Tamagni,,,Roundabout Theatre,
2013,Chair,Anthony W. Crowell,Anthony W. Crowell,,,Brooklyn Public Library,
2013,Vice Chair,Nicholas A. Gravante Jr.,Nicholas A. Gravante Jr.,,,Brooklyn Public Library,
2013,Vice Chair,Miriam Katowitz,Miriam Katowitz,,,Brooklyn Public Library,
2013,Treasurer,Peter Aschkenasy,Peter Aschkenasy,,,Brooklyn Public Library,
2013,Secretary,Antonia Yuille Williams,Antonia Yuille Williams,,,Brooklyn Public Library,
2013,Mayor of the City of New York,Michael R. Bloomberg,Michael R. Bloomberg,,,Brooklyn Public Library,
2013,President of the Borough of Brooklyn,Marty Markowitz,Marty Markowitz,,,Brooklyn Public Library,
2013,Speaker of the New York City Council,Christine C. Quinn,Christine C. Quinn,,,Brooklyn Public Library,
2013,Comptroller of the City of New York,John C. Liu,John C. Liu,,,Brooklyn Public Library,
2013,members,Jordan Barowitz,Jordan Barowitz,,,Brooklyn Public Library,
2013,members,Bonnie Bellamy-Watkins,Bonnie Bellamy-Watkins,,,Brooklyn Public Library,
2013,members,Michael Best,Michael Best,,,Brooklyn Public Library,
2013,members,Kwanza Butler,Kwanza Butler,,,Brooklyn Public Library,
2013,members,Iris Y. Chiu,Iris Y. Chiu,,,Brooklyn Public Library,
2013,members,Nina Collins,Nina Collins,,,Brooklyn Public Library,
2013,members,Joseph I. Douek,Joseph I. Douek,,,Brooklyn Public Library,
2013,members,Jeff Gennette,Jeff Gennette,,,Brooklyn Public Library,
2013,members,Hon. Ira B. Harkavy,Hon. Ira B. Harkavy,,,Brooklyn Public Library,
2013,members,Kyle Kimball,Kyle Kimball,,,Brooklyn Public Library,
2013,members,Michael Liburd,Michael Liburd,,,Brooklyn Public Library,
2013,members,Susan Marcinek,Susan Marcinek,,,Brooklyn Public Library,
2013,members,Gino P. Menchini,Gino P. Menchini,,,Brooklyn Public Library,
2013,members,Hon. Alice Fisher Rubin,Hon. Alice Fisher Rubin,,,Brooklyn Public Library,
2013,members,Sandra Schubert,Sandra Schubert,,,Brooklyn Public Library,
2013,members,Robin Shanus,Robin Shanus,,,Brooklyn Public Library,
2013,members,Christina Tettonis,Christina Tettonis,,,Brooklyn Public Library,
2013,members,Leticia Theodore-Greene,Leticia Theodore-Greene,,,Brooklyn Public Library,
2013,members,Dr. Lucille C. Thomas,Dr. Lucille C. Thomas,,,Brooklyn Public Library,
2013,President & CEO,Linda E. Johnson,Linda E. Johnson,,,Brooklyn Public Library,
2014,Chair,"Nicholas A. Gravante, Jr.","Nicholas A. Gravante, Jr.",,,Brooklyn Public Library,
2014,Vice Chair,Kyle Kimball,Kyle Kimball,,,Brooklyn Public Library,
2014,Secretary,Robin Shanus,Robin Shanus,,,Brooklyn Public Library,
2014,Mayor of the City of New York,Bill de Blasio,Bill de Blasio,,,Brooklyn Public Library,
2014,President of the Borough of Brooklyn,Eric Adams,Eric Adams,,,Brooklyn Public Library,
2014,Speaker of the New York City Council,Melissa Mark-Viverito,Melissa Mark-Viverito,,,Brooklyn Public Library,
2014,Comptroller of the City of New York,Scott M. Stringer,Scott M. Stringer,,,Brooklyn Public Library,
2014,Members,Anthony W. Crowell,Anthony W. Crowell,,,Brooklyn Public Library,
2014,Members,Joseph I. Douek,Joseph I. Douek,,,Brooklyn Public Library,
2014,Members,Jeff Gennette,Jeff Gennette,,,Brooklyn Public Library,
2014,Members,Hank Gutman,Hank Gutman,,,Brooklyn Public Library,
2014,Members,Cindi Leive,Cindi Leive,,,Brooklyn Public Library,
2014,Members,Kim-Thu Posnett,Kim-Thu Posnett,,,Brooklyn Public Library,
2014,Members,Lisa Price,Lisa Price,,,Brooklyn Public Library,
2013,Chairman,Lewis Kruger,Lewis Kruger,,,Museum of Arts and Design,
2013,Chairman Emeritus,Jerome A. Chazen,Jerome A. Chazen,,,Museum of Arts and Design,
2013,Chairman Emerita,Barbara Tober,Barbara Tober,,,Museum of Arts and Design,
2013,Treasurer,Fred Kleisner,Fred Kleisner,,,Museum of Arts and Design,
2013,Secretary,Linda E. Johnson,Linda E. Johnson,,,Museum of Arts and Design,
2013,Director,HOLLY HOTCHNER,HOLLY HOTCHNER,,,Museum of Arts and Design,
2013,member,Diego Arria,Diego Arria,,,Museum of Arts and Design,
2013,member,Cecily Carson,Cecily Carson,,,Museum of Arts and Design,
2013,member,Simona Chazen,Simona Chazen,,,Museum of Arts and Design,
2013,member,CHARLES S. COHEN,CHARLES S. COHEN,,,Museum of Arts and Design,
2013,member,Michele Cohen,Michele Cohen,,,Museum of Arts and Design,
2013,member,Eric Dobkin,Eric Dobkin,,,Museum of Arts and Design,
2013,member,Marcia Docter,Marcia Docter,,,Museum of Arts and Design,
2013,member,C. Virginia Fields,C. Virginia Fields,,,Museum of Arts and Design,
2013,member,Carolee Friedlander,Carolee Friedlander,,,Museum of Arts and Design,
2013,member,Kris Fuchs,Kris Fuchs,,,Museum of Arts and Design,
2013,member,Seth Glickenhaus,Seth Glickenhaus,,,Museum of Arts and Design,
2013,member,Sandra B. Grotta,Sandra B. Grotta,,,Museum of Arts and Design,
2013,member,Edwin B. Hathaway,Edwin B. Hathaway,,,Museum of Arts and Design,
2013,member,Lisa Herbert,Lisa Herbert,,,Museum of Arts and Design,
2013,member,Michael Jesselson,Michael Jesselson,,,Museum of Arts and Design,
2013,member,Ann Kaplan,Ann Kaplan,,,Museum of Arts and Design,
2013,member,Nanette L. Laitman,Nanette L. Laitman,,,Museum of Arts and Design,
2013,member,Eric J. Lee,Eric J. Lee,,,Museum of Arts and Design,
2013,member,Jeffrey Manocherian,Jeffrey Manocherian,,,Museum of Arts and Design,
2013,member,Robert Lee Morris,Robert Lee Morris,,,Museum of Arts and Design,
2013,member,Karim Rashid,Karim Rashid,,,Museum of Arts and Design,
2013,member,Kambiz shahbazi,Kambiz shahbazi,,,Museum of Arts and Design,
2013,member,Barbara Karp Shuster,Barbara Karp Shuster,,,Museum of Arts and Design,
2013,member,Klara Silverstein,Klara Silverstein,,,Museum of Arts and Design,
2013,member,Angela Sun,Angela Sun,,,Museum of Arts and Design,
2013,member,William S. Taubman,William S. Taubman,,,Museum of Arts and Design,
2013,member,Miles Young,Miles Young,,,Museum of Arts and Design,
2013,Honorary,Kay Bucksbaum,Kay Bucksbaum,,,Museum of Arts and Design,
2013,Honorary,Suzanne G. Elson,Suzanne G. Elson,,,Museum of Arts and Design,
2013,Honorary,Jane Korman,Jane Korman,,,Museum of Arts and Design,
2013,Honorary,Jack Lenor Larsen,Jack Lenor Larsen,,,Museum of Arts and Design,
2013,Honorary,Jeanne Levitt,Jeanne Levitt,,,Museum of Arts and Design,
2013,Honorary,Nancy Marks,Nancy Marks,,,Museum of Arts and Design,
2013,Honorary,Aviva Robinson,Aviva Robinson,,,Museum of Arts and Design,
2013,Honorary,"Alfred R. Shands, III","Alfred R. Shands, III",,,Museum of Arts and Design,
2013,Ex-Officio,Michael R. Bloomberg,Michael R. Bloomberg,,,Museum of Arts and Design,
2013,Ex-Officio,Christine C. Quinn,Christine C. Quinn,,,Museum of Arts and Design,
2013,Ex-Officio,Scott M. Stringer,Scott M. Stringer,,,Museum of Arts and Design,
2014,Co-Treasurer,Edwin B. Hathaway,Edwin B. Hathaway,,,Museum of Arts and Design,
2014,Nanette L. Laitman Director,Glenn Adamson,Glenn Adamson,,,Museum of Arts and Design,
2014,member,Dror Benshetrit,Dror Benshetrit,,,Museum of Arts and Design,
2014,member,Marian C. Burke,Marian C. Burke,,,Museum of Arts and Design,
2014,member,Mike De Paola,Mike De Paola,,,Museum of Arts and Design,
2014,Ex-Officio,Gale A. Brewer,Gale A. Brewer,,,Museum of Arts and Design,
2012,Chair,Cynthia King Vance,Cynthia King Vance,,Advanced Strategies LLC,WNYC,
2012,Vice Chair,John S. Rose,John S. Rose,,The Boston Consulting Group,WNYC,
2012,Vice Chair,Susan Rebell Solomon,Susan Rebell Solomon,,Mercer Management Consulting,WNYC,
2012,Vice Chair,Mayo Stuntz,Mayo Stuntz,,Pilot Group,WNYC,
2012,Treasurer,Howard S. Stein,Howard S. Stein,,Global Corporate and Investment Bank | Citi Group,WNYC,
2012,Secretary,Alan G. Weiler,Alan G. Weiler,,"Weiler Arnow Management Co., Inc.",WNYC,
2012,President and CEO,Laura R. Walker,Laura R. Walker,,New York Public Radio,WNYC,
2012,Trustee,Jean B. Angell,Jean B. Angell,,Private Client Service Group Bryan Cave,WNYC,
2012,Trustee,Tom A. Bernstein,Tom A. Bernstein,,Chelsea Piers,WNYC,
2012,Trustee,John Borthwick,John Borthwick,,betaworks,WNYC,
2012,Trustee,David R. Caplan,David R. Caplan,,City Year New York Retired Apparel and Textile Executive,WNYC,
2012,Trustee,Judith M. Carson,Judith M. Carson,,,WNYC,
2012,Trustee,Charles M. Diker,Charles M. Diker,,"Diker Management, LLC",WNYC,
2012,Ex Officio,Tom Finkelpearl,Tom Finkelpearl,,New York City Department of Cultural Affairs.,WNYC,
2012,Trustee,Martha J. Fleischman,Martha J. Fleischman,,"Kennedy Galleries, Inc.",WNYC,
2012,Trustee,Loretta Brennan Glucksman,Loretta Brennan Glucksman,,,WNYC,
2012,Trustee,Alan Jenkins,Alan Jenkins,,The Opportunity Agenda,WNYC,
2012,Trustee,Alexander Kaplen,Alexander Kaplen,,Time Warner President of the Kaplen Brothers Fund,WNYC,
2012,Trustee,Anton J. Levy,Anton J. Levy,,General Atlantic LLC,WNYC,
2012,Trustee,Joanne Banks Matthews,Joanne Banks Matthews,,,WNYC,
2012,Trustee,Bethany Millard,Bethany Millard,,,WNYC,
2012,Trustee,Richard A. Pace,Richard A. Pace,,Bank of New York Mellon,WNYC,
2012,Trustee,Ellen Polaner,Ellen Polaner,,,WNYC,
2012,Trustee,Jonelle Procope,Jonelle Procope,,Apollo Theater,WNYC,
2012,Trustee,Jon W. Rotenstreich,Jon W. Rotenstreich,,Rotenstreich Family Partners,WNYC,
2012,Trustee,Joshua Sapan,Joshua Sapan,,AMC Networks,WNYC,
2012,Trustee,Herb Scannell,Herb Scannell,,BBC Worldwide North America,WNYC,
2012,Trustee,Lauren Seikaly,Lauren Seikaly,,,WNYC,
2012,Trustee,Peter Shapiro,Peter Shapiro,,Brooklyn Bowl | Lockn' Music Festival | Relix Magazine | Capitol Theatre,WNYC,
2012,Trustee,Peter Tague,Peter Tague,,Global Banking | Citigroup,WNYC,
2012,Trustee,Nicki Newman Tanner,Nicki Newman Tanner,,,WNYC,
2012,Trustee,Andrea L. Taylor,Andrea L. Taylor,,,WNYC,
2012,Trustee,Keith Thomas,Keith Thomas,,,WNYC,
2012,Trustee,Wilma S. Tisch,Wilma S. Tisch,,,WNYC,
2012,Trustee,Bradley A. Whitman,Bradley A. Whitman,,Morgan Stanley,WNYC,
2012,Trustee,Frank D. Yeary,Frank D. Yeary,,Camberview,WNYC,
2012,Honorary Board Members,Peter H. Darrow,Peter H. Darrow,,"Cleary Gottlieb Steen & Hamilton, LLP",WNYC,
2012,Honorary Board Members,Eduardo G. Mestre,Eduardo G. Mestre,,EVERCORE,WNYC,
2012,Honorary Board Members,Lulu C. Wang,Lulu C. Wang,,"Tupelo Capital Management, LLC",WNYC,
2012,President and CEO,Laura R. Walker,Laura R. Walker,,,WNYC,
2012,Executive Vice President and Chief Content Officer for WNYC,Dean Cappello,Dean Cappello,,,WNYC,
2012,Execuive Vice President and Chief Digital Officer,Thomas Hjelm,Thomas Hjelm,,,WNYC,
2012,Senior Vice President and Chief Development Officer,Margaret Pomeroy Hunt,Margaret Pomeroy Hunt,,,WNYC,
2012,"Vice President, Human Resources and Organizational Effectiveness",Rachna Karrol,Rachna Karrol,,,WNYC,
2012,General Manager of WQXR and Vice President of NYPR,Graham Parker,Graham Parker,,,WNYC,
2012,"Chief Financial Officer and Vice PResident of Finance, Administration and Business Affairs",Michele Rusnak,Michele Rusnak,,,WNYC,
2013,Trustee,Andrea Collins,Andrea Collins,,,WNYC,
2013,Trustee,Kate D. Levin,Kate D. Levin,,New York City Department of Cultural Affairs,WNYC,
2013,Trustee,Anne Spitzer,Anne Spitzer,,Marymount Manhattan College,WNYC,
2013,Honorary Board Members,Thomas B. Morgan,Thomas B. Morgan,,,WNYC,
2013,"Vice President, Planning and Special Projects",Thomas Bartunek,Thomas Bartunek,,,WNYC,
2013,"Vice President, Integrated Marketing and general Manager of teh Jerome L. Greene Perfomance Space",Noreen O'Loughlin,Noreen O'Loughlin,,,WNYC,
2012,Chairman,Michael R. Bloomberg,Michael R. Bloomberg,,,9/11 Memorial,
2012,Board members,Richard H. Bagger,Richard H. Bagger,,,9/11 Memorial,
2012,Board members,Virginia S. Bauer,Virginia S. Bauer,,,9/11 Memorial,
2012,Board members,David Beamer,David Beamer,,,9/11 Memorial,
2012,Board members,Paula Grant Berry,Paula Grant Berry,,,9/11 Memorial,
2012,Board members,Frank Bisignano,Frank Bisignano,,,9/11 Memorial,
2012,Board members,Debra Burlingame,Debra Burlingame,,,9/11 Memorial,
2012,Board members,John P. Cahill,John P. Cahill,,,9/11 Memorial,
2012,Board members,Russell L. Carson,Russell L. Carson,,,9/11 Memorial,
2012,Board members,Kenneth I. Chenault,Kenneth I. Chenault,,,9/11 Memorial,
2012,Board members,Keating Crown,Keating Crown,,,9/11 Memorial,
2012,Board members,Billy Crystal,Billy Crystal,,,9/11 Memorial,
2012,Board members,Robert De Niro,Robert De Niro,,,9/11 Memorial,
2012,Board members,"Samuel A. DiPiazza, Jr.","Samuel A. DiPiazza, Jr.",,,9/11 Memorial,
2012,Board members,Christine A. Ferer,Christine A. Ferer,,,9/11 Memorial,
2012,Board members,Anne M. Finucane,Anne M. Finucane,,,9/11 Memorial,
2012,Board members,Maurice R. Greenberg,Maurice R. Greenberg,,,9/11 Memorial,
2012,Board members,Dr. Vartan Gregorian,Dr. Vartan Gregorian,,,9/11 Memorial,
2012,Board members,Patricia E. Harris,Patricia E. Harris,,,9/11 Memorial,
2012,Board members,"William B. Harrison, Jr.","William B. Harrison, Jr.",,,9/11 Memorial,
2012,Board members,Gerald L. Hassell,Gerald L. Hassell,,,9/11 Memorial,
2012,Board members,Lee A. Ielpi,Lee A. Ielpi,,,9/11 Memorial,
2012,Board members,Robert Iger,Robert Iger,,,9/11 Memorial,
2012,Board members,Monica Iken,Monica Iken,,,9/11 Memorial,
2012,Board members,"Robert Wood Johnson, IV","Robert Wood Johnson, IV",,,9/11 Memorial,
2012,Board members,Thomas S. Johnson,Thomas S. Johnson,,,9/11 Memorial,
2012,Board members,Robert Kasdin,Robert Kasdin,,,9/11 Memorial,
2012,Board members,Anthoula Katsimatides,Anthoula Katsimatides,,,9/11 Memorial,
2012,Board members,Peter M. Lehrer,Peter M. Lehrer,,,9/11 Memorial,
2012,Board members,Howard W. Lutnick,Howard W. Lutnick,,,9/11 Memorial,
2012,Board members,Julie Menin,Julie Menin,,,9/11 Memorial,
2012,Board members,Ira M. Millstein,Ira M. Millstein,,,9/11 Memorial,
2012,Board members,Howard Milstein,Howard Milstein,,,9/11 Memorial,
2012,Board members,Paul Napoli,Paul Napoli,,,9/11 Memorial,
2012,Board members,Peter G. Peterson,Peter G. Peterson,,,9/11 Memorial,
2012,Board members,Emily K. Rafferty,Emily K. Rafferty,,,9/11 Memorial,
2012,Board members,Kevin M. Rampe,Kevin M. Rampe,,,9/11 Memorial,
2012,Board members,Scott Rechler,Scott Rechler,,,9/11 Memorial,
2012,Board members,Dr. Judith Rodin,Dr. Judith Rodin,,,9/11 Memorial,
2012,Board members,Thomas H. Rogér,Thomas H. Rogér,,,9/11 Memorial,
2012,Board members,Jane Rosenthal,Jane Rosenthal,,,9/11 Memorial,
2012,Board members,"E. John Rosenwald, Jr.","E. John Rosenwald, Jr.",,,9/11 Memorial,
2012,Board members,Avi Schick,Avi Schick,,,9/11 Memorial,
2012,Board members,Andrew M. Senchak,Andrew M. Senchak,,,9/11 Memorial,
2012,Board members,Jerry I. Speyer,Jerry I. Speyer,,,9/11 Memorial,
2012,Board members,Craig Roberts Stapleton,Craig Roberts Stapleton,,,9/11 Memorial,
2012,Board members,Jon Stewart,Jon Stewart,,,9/11 Memorial,
2012,Board members,Anne M. Tatlock,Anne M. Tatlock,,,9/11 Memorial,
2012,Board members,Daniel R. Tishman,Daniel R. Tishman,,,9/11 Memorial,
2012,Board members,Seth Waugh,Seth Waugh,,,9/11 Memorial,
2012,Board members,Carl Weisbrod,Carl Weisbrod,,,9/11 Memorial,
2012,Board members,John C. Whitehead,John C. Whitehead,,,9/11 Memorial,
2012,Board members,John E. Zuccotti,John E. Zuccotti,,,9/11 Memorial,
2012,Honorary Chairman,George E. Pataki,George E. Pataki,,,9/11 Memorial,
2012,Honorary Board Members,President George H. W. Bush,President George H. W. Bush,,,9/11 Memorial,
2012,Honorary Board Members,President George W. Bush,President George W. Bush,,,9/11 Memorial,
2012,Honorary Board Members,President Jimmy Carter,President Jimmy Carter,,,9/11 Memorial,
2012,Honorary Board Members,President William J. Clinton,President William J. Clinton,,,9/11 Memorial,
2012,Honorary Trustee,Christ Christie,Christ Christie,,,9/11 Memorial,
2012,Honorary Trustee,Jon S. Corzine,Jon S. Corzine,,,9/11 Memorial,
2012,Honorary Trustee,Andrew M. Cuomo,Andrew M. Cuomo,,,9/11 Memorial,
2012,Honorary Trustee,Rudolph W. Giuliani,Rudolph W. Giuliani,,,9/11 Memorial,
2012,Chairman,Margot Bogert,Margot Bogert,,,Frick Collection,
2012,Vice Chairman,L. F. Boker Doyle,L. F. Boker Doyle,,,Frick Collection,
2012,Treasurer,Franklin W. Hobbs,Franklin W. Hobbs,,,Frick Collection,
2012,Secretary,Michael J. Horvitz,Michael J. Horvitz,,,Frick Collection,
2012,Trustee,Peter P. Blanchard III,Peter P. Blanchard III,,,Frick Collection,
2012,Trustee,Ayesha Bulchandani-Mathrani,Ayesha Bulchandani-Mathrani,,,Frick Collection,
2012,Trustee,Blair Effron,Blair Effron,,,Frick Collection,
2012,Trustee,Jean-Marie Eveillard,Jean-Marie Eveillard,,,Frick Collection,
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,,Frick Collection,
2012,Trustee,Emily T. Frick,Emily T. Frick,,,Frick Collection,
2012,Trustee,Sidney R. Knafel,Sidney R. Knafel,,,Frick Collection,
2012,Trustee,Charles M. Royce,Charles M. Royce,,,Frick Collection,
2012,Trustee,Juan Sabater,Juan Sabater,,,Frick Collection,
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,,Frick Collection,
2012,Trustee,Aso O. Tavitian,Aso O. Tavitian,,,Frick Collection,
2012,Trustee,"Ian Wardropper, ex officio","Ian Wardropper, ex officio",,,Frick Collection,
2012,Trustee,Antonio Weiss,Antonio Weiss,,,Frick Collection,
2012,President Emerita,Helen Clay Chace,Helen Clay Chace,,,Frick Collection,
2012,Trustee Emeriti,John P. Birkelund,John P. Birkelund,,,Frick Collection,
2012,Trustee Emeriti,I. Townsend Burden III,I. Townsend Burden III,,,Frick Collection,
2012,Trustee Emeriti,Walter Joseph Patrick Curley,Walter Joseph Patrick Curley,,,Frick Collection,
2012,Trustee Emeriti,Walter A. Eberstadt,Walter A. Eberstadt,,,Frick Collection,
2012,Trustee Emeriti,Howard Phipps Jr.,Howard Phipps Jr.,,,Frick Collection,
2013,Trustee,"James S. Reibel, M.D.","James S. Reibel, M.D.",,,Frick Collection,
2013,Trustee,Melinda Martin Sullivan,Melinda Martin Sullivan,,,Frick Collection,
2012,Trustee,John H. Banks III,John H. Banks III,,,New York Public Library,
2012,Trustee,John P. Birkelund,John P. Birkelund,,,New York Public Library,
2012,Trustee,Samuel C. Butler,Samuel C. Butler,,,New York Public Library,
2012,Trustee,Sila M. Calderon,Sila M. Calderon,,,New York Public Library,
2012,Trustee,Evan R. Chesler,Evan R. Chesler,,,New York Public Library,
2012,Trustee,Joan Hardy Clark,Joan Hardy Clark,,,New York Public Library,
2012,Trustee,Sol Neil Corbin,Sol Neil Corbin,,,New York Public Library,
2012,Trustee,Lewis B. Cullman,Lewis B. Cullman,,,New York Public Library,
2012,Trustee,Robert Darnton,Robert Darnton,,,New York Public Library,
2012,Trustee,Gordon J. Davis,Gordon J. Davis,,,New York Public Library,
2012,Trustee,Anne E. de la Renta,Anne E. de la Renta,,,New York Public Library,
2012,Trustee,James H. Duffy,James H. Duffy,,,New York Public Library,
2012,Trustee,H.R.H. Princess Firyal,H.R.H. Princess Firyal,,,New York Public Library,
2012,Trustee,Barbara G. Fleischman,Barbara G. Fleischman,,,New York Public Library,
2012,Trustee,"Henry Louis Gates, Jr.","Henry Louis Gates, Jr.",,,New York Public Library,
2012,Trustee,Barbara Goldsmith,Barbara Goldsmith,,,New York Public Library,
2012,Trustee,William Gray,William Gray,,,New York Public Library,
2012,Trustee,Alan C. Greenberg,Alan C. Greenberg,,,New York Public Library,
2012,Trustee,Louise L. Grunwald,Louise L. Grunwald,,,New York Public Library,
2012,Trustee,John H. Gutfreund,John H. Gutfreund,,,New York Public Library,
2012,Trustee,Ralph E. Hansmann,Ralph E. Hansmann,,,New York Public Library,
2012,Trustee,John B. Hess,John B. Hess,,,New York Public Library,
2012,Trustee,Mahnaz Ispahani Bartos,Mahnaz Ispahani Bartos,,,New York Public Library,
2012,Trustee,Patricia D. Klingenstein,Patricia D. Klingenstein,,,New York Public Library,
2012,Trustee,Robert LIberman,Robert LIberman,,,New York Public Library,
2012,Trustee,Scott D. Malkin,Scott D. Malkin,,,New York Public Library,
2012,Trustee,Victor Marrero,Victor Marrero,,,New York Public Library,
2012,Trustee,Catherine C. Marron,Catherine C. Marron,,,New York Public Library,
2012,Trustee,Harold W. McGraw III,Harold W. McGraw III,,,New York Public Library,
2012,Trustee,Raymond J. McGuire,Raymond J. McGuire,,,New York Public Library,
2012,Trustee,Robert B. Menschel,Robert B. Menschel,,,New York Public Library,
2012,Trustee,Abby S. Milstein,Abby S. Milstein,,,New York Public Library,
2012,Trustee,Susan Morgenthau,Susan Morgenthau,,,New York Public Library,
2012,Trustee,Toni Morrison,Toni Morrison,,,New York Public Library,
2012,Trustee,Suzanne C. Mueller,Suzanne C. Mueller,,,New York Public Library,
2012,Trustee,Susan M. Newhouse,Susan M. Newhouse,,,New York Public Library,
2012,Trustee,Jessye Norman,Jessye Norman,,,New York Public Library,
2012,Trustee,Carl H. Pforzheimer III,Carl H. Pforzheimer III,,,New York Public Library,
2012,Trustee,Richard L. Plepler,Richard L. Plepler,,,New York Public Library,
2012,Trustee,Harold Prince,Harold Prince,,,New York Public Library,
2012,Trustee,Katharine J. Rayner,Katharine J. Rayner,,,New York Public Library,
2012,Trustee,David Remnick,David Remnick,,,New York Public Library,
2012,Trustee,Elizabeth Rohatyn,Elizabeth Rohatyn,,,New York Public Library,
2012,Trustee,Marshall Rose,Marshall Rose,,,New York Public Library,
2012,Trustee,Sandra Priest Rose,Sandra Priest Rose,,,New York Public Library,
2012,Trustee,Neil L. Rudenstine,Neil L. Rudenstine,,,New York Public Library,
2012,Trustee,Stephen A. Schwarzman,Stephen A. Schwarzman,,,New York Public Library,
2012,Trustee,Robert B. Silvers,Robert B. Silvers,,,New York Public Library,
2012,Trustee,Dinakar Singh,Dinakar Singh,,,New York Public Library,
2012,Trustee,Gayfryd Steinberg,Gayfryd Steinberg,,,New York Public Library,
2012,Trustee,Joshua L. Steiner,Joshua L. Steiner,,,New York Public Library,
2012,Trustee,James S. Tisch,James S. Tisch,,,New York Public Library,
2012,Trustee,Calvin Trillin,Calvin Trillin,,,New York Public Library,
2012,Trustee,Luis A Ubiñas,Luis A Ubiñas,,,New York Public Library,
2012,Trustee,Edgar Wachenheim III,Edgar Wachenheim III,,,New York Public Library,
2012,Trustee,Sue Ann Weinberg,Sue Ann Weinberg,,,New York Public Library,
2012,President and Chief Executive Officer,Anthony W. Marx,Anthony W. Marx,,,New York Public Library,
2012,Ex Officio Trustee,Michael R. Bloomberg,Michael R. Bloomberg,,,New York Public Library,
2012,Ex Officio Trustee,Marjorie B. Tiven,Marjorie B. Tiven,,,New York Public Library,
2012,Ex-Officio Trustee,Christie C. Quinn,Christie C. Quinn,,,New York Public Library,
2012,Ex Officio Trustee,Peter Rider,Peter Rider,,,New York Public Library,
2012,Ex Officio Trustee,John C. Liu,John C. Liu,,,New York Public Library,
2012,Ex Officio Trustee,Leigh M. Miller,Leigh M. Miller,,,New York Public Library,
2012,Honorary Trustee,Kenneth S. Axelson,Kenneth S. Axelson,,,New York Public Library,
2012,Honorary Trustee,Timothy Barakett,Timothy Barakett,,,New York Public Library,
2012,Honorary Trustee,Donald M. Blinken,Donald M. Blinken,,,New York Public Library,
2012,Honorary Trustee,"Edgar Bronfman, Jr.","Edgar Bronfman, Jr.",,,New York Public Library,
2012,Honorary Trustee,Barry Diller ,Barry Diller,,,New York Public Library,
2012,Honorary Trustee,Robert R. Douglass,Robert R. Douglass,,,New York Public Library,
2012,Honorary Trustee,Andreas C. Dracopoulos,Andreas C. Dracopoulos,,,New York Public Library,
2012,Honorary Trustee,Vartan Gregorian,Vartan Gregorian,,,New York Public Library,
