SOURCE TYPE,Source,EDGE TYPE,TARGET TYPE,Target,AMOUNT,Weight,Institution
DONOR,"51",Donation,BOARD MEMBER,"1144","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1145","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1146","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1147","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1148","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1149","10,000-14,999",1,MoMA
DONOR,"51",Donation,BOARD MEMBER,"1150","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1053","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1054","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1055","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1056","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1057","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1058","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1059","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1060","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1061","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1062","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1063","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1064","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1065","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1066","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1067","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1068","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1069","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1070","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1071","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1072","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1073","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1074","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1075","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1076","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1077","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1078","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1079","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1080","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1081","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1082","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1083","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1084","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1085","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1086","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1087","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1088","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1089","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1090","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1091","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1092","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1093","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1094","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1095","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1096","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1097","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1098","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1099","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1100","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1101","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1102","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1103","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1104","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1105","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1106","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1107","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1108","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1109","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1110","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1111","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1112","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1113","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1114","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1115","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1116","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1117","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1118","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1119","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1120","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1121","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1122","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1123","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1124","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1125","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1126","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1127","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1128","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1129","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1130","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1131","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1132","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1133","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1134","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1135","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1136","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1137","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1138","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1139","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1140","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1141","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1142","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1143","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1144","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1145","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1146","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1147","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1148","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1149","10,000-14,999",1,MoMA
DONOR,"52",Donation,BOARD MEMBER,"1150","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1053","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1054","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1055","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1056","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1057","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1058","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1059","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1060","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1061","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1062","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1063","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1064","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1065","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1066","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1067","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1068","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1069","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1070","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1071","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1072","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1073","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1074","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1075","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1076","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1077","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1078","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1079","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1080","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1081","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1082","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1083","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1084","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1085","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1086","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1087","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1088","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1089","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1090","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1091","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1092","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1093","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1094","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1095","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1096","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1097","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1098","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1099","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1100","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1101","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1102","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1103","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1104","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1105","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1106","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1107","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1108","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1109","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1110","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1111","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1112","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1113","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1114","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1115","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1116","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1117","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1118","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1119","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1120","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1121","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1122","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1123","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1124","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1125","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1126","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1127","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1128","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1129","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1130","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1131","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1132","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1133","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1134","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1135","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1136","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1137","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1138","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1139","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1140","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1141","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1142","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1143","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1144","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1145","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1146","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1147","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1148","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1149","10,000-14,999",1,MoMA
DONOR,"53",Donation,BOARD MEMBER,"1150","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1053","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1054","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1055","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1056","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1057","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1058","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1059","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1060","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1061","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1062","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1063","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1064","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1065","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1066","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1067","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1068","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1069","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1070","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1071","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1072","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1073","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1074","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1075","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1076","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1077","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1078","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1079","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1080","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1081","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1082","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1083","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1084","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1085","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1086","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1087","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1088","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1089","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1090","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1091","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1092","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1093","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1094","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1095","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1096","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1097","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1098","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1099","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1100","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1101","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1102","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1103","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1104","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1105","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1106","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1107","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1108","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1109","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1110","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1111","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1112","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1113","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1114","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1115","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1116","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1117","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1118","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1119","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1120","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1121","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1122","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1123","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1124","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1125","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1126","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1127","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1128","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1129","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1130","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1131","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1132","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1133","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1134","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1135","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1136","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1137","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1138","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1139","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1140","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1141","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1142","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1143","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1144","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1145","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1146","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1147","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1148","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1149","10,000-14,999",1,MoMA
DONOR,"54",Donation,BOARD MEMBER,"1150","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1053","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1054","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1055","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1056","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1057","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1058","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1059","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1060","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1061","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1062","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1063","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1064","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1065","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1066","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1067","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1068","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1069","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1070","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1071","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1072","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1073","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1074","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1075","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1076","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1077","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1078","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1079","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1080","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1081","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1082","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1083","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1084","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1085","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1086","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1087","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1088","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1089","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1090","10,000-14,999",1,MoMA
DONOR,"55",Donation,BOARD MEMBER,"1091","10,000-14,999",1,MoMA
